;BIN;New BIN;Identifier;V;P;n;cp;P max;P min;P std;P std/sqrt(n)
443;13;;BW 28;5,996033733692916;805,218;189;0,33607648149019304;1036,083;599,392;94,25571709230746;6,8560945755213005
444;14;;BW 28;6,485274867192586;1058,3097540983608;183;0,34909568898583127;1585,358;766,836;123,4737683029626;9,127443593446646
445;15;;BW 28;6,990568082280212;1369,4059877300629;163;0,36067136459615995;1927,051;1061,577;136,9510827235331;10,72683666803725
446;16;;BW 28;7,489787782871398;1740,758348993289;149;0,37277501731396656;2282,359;1353,057;167,4589628269568;13,718772772485442
447;17;;BW 28;8,016810828013751;2187,8625679999996;125;0,38206036003813093;2651,151;1746,586;181,0674135906531;16,195161811950783
448;18;;BW 28;8,493013825288642;2653,2830000000004;146;0,3896861144479966;3460,439;2243,524;236,40757215943222;19,565229882933533
449;19;;BW 28;9,006775193442387;3157,9924850746256;134;0,38888390839777576;3707,42;2708,51;228,57749464984968;19,746088042649742
450;20;;BW 28;9,496754418934035;3724,3001153846135;156;0,391233376359035;4236,434;3148,313;247,19671397951566;19,791576718112008
451;21;;BW 28;9,988758077265896;4338,286466101695;118;0,39165221867100547;5142,103;3735,506;281,24709662919827;25,890893851443703
452;22;;BW 28;10,498459359647503;4968,2743647058805;85;0,386318678317607;5712,071;4280,055;304,522927069377;33,030148992718594
453;23;;BW 28;11,028861708337761;5613,515315789475;76;0,3764954120539141;6168,481;4995,221;291,48666471028434;33,43581354899613
454;24;;BW 28;11,466863765756825;5972,211808219177;73;0,35638391393111074;6378,124;5430,63;224,69436286416885;26,29848599812596
455;25;;BW 28;11,950281074242907;6267,484725490195;51;0,33042718726187514;6383,206;5765,152;129,0558270193299;18,07143043029316
456;26;;BW 28;12,49994471695749;6363,225839285713;56;0,2931365080561836;6381,859;6167,454;31,228434482216237;4,173075091348944
457;27;;BW 28;13,005551812998322;6364,571025641025;39;0,26031526509214636;6382,377;6317,371;15,039392952977265;2,408230227909487
458;28;;BW 28;13,50424246389239;6359,489740740741;27;0,23234238328861834;6379,836;6340,007;12,867134513326784;2,4762811916561143
459;29;;BW 28;13,952019437096865;6351,700142857144;14;0,2104241682280005;6378,666;6304,85;19,27549782598504;5,151593487452998
460;30;;BW 28;14,508065499199752;6360,716333333333;15;0,1874106879146938;6379,812;6333,265;15,610505902237922;4,030615292349337
461;31;;BW 28;14,963418696953942;6348,077750000001;20;0,17047731716889805;6381,044;6332,436;12,944520762713143;2,894482836158401
462;32;;BW 28;15,486399547860083;6355,3315;14;0,15395850273910772;6382,531;6341,526;15,710468395064128;4,1987992942907315
463;33;;BW 28;15,97575704575654;6348,232888888889;18;0,14008297567151964;6378,596;6336,198;10,777662520170498;2,5403194177842185
464;34;;BW 28;16,434630003232577;6351,218523809523;21;0,12873425138302932;6384,273;6340,55;12,742847062642715;2,7807172016098063
465;35;;BW 28;17,019399849186367;6347,738333333334;9;0,11585189470008554;6367,395;6341,014;8,223091267886977;2,741030422628992
466;36;;BW 28;17,34124524029709;6347,9956;5;0,1095248397760211;6362,457;6340,562;8,532422065275789;3,8158151501351623
467;42;;BW 28;20,51980974095949;6369,290000000001;3;0,06632662268336527;6382,698;6346,127;20,142728936268547;11,629409973568311
468;43;;BW 28;21,038879924817543;6355,478;5;0,06140407938526708;6374,235;6340,103;16,99665687716266;7,601136033515
469;7;;BW 29;3,169518788127931;9,959;8;0,028141846546249034;44,975;-33,012;28,974140287997702;10,24390553834676
470;8;;BW 29;3,546377554261897;52,70860937500001;64;0,10632698501251593;118,376;-19,944;38,352638468297215;4,794079808537152
471;9;;BW 29;4,000751723788456;140,20261666666667;120;0,19699180780257194;259,799;47,588;41,549904113629694;3,7929699575352798
472;10;;BW 29;4,509686520845122;273,58261805555566;144;0,26838997428305417;461,35;133,789;61,38524540404345;5,115437117003621
473;11;;BW 29;5,021176818768023;446,9915148514853;202;0,31768710227390373;851,422;256,873;74,22640547824724;5,222551664864985
474;12;;BW 29;5,506364599875884;639,4006344086021;186;0,3445839293687291;899,398;470,847;90,73180365048977;6,6527786230141075
475;13;;BW 29;6,003447291639978;875,6008019323665;207;0,36410018055865323;1177,48;672,73;105,66254776145217;7,344054744752292
476;14;;BW 29;6,500049493254095;1164,4514910179637;167;0,3814944819056522;1501,477;860,998;128,9525885686855;9,978650892986481
477;15;;BW 29;6,973874295543165;1462,3210236686384;169;0,38791558544104815;1864,661;1166,812;138,61932923932844;10,663025326102188
478;16;;BW 29;7,5023367096803515;1880,3836000000015;145;0,4006578438106535;2391,742;1484,016;185,4099969915173;15,397462169841036
479;17;;BW 29;7,981245244268085;2333,435116883116;154;0,4129529868705336;2959,99;1854,67;202,61628304937494;16,327285376665273
480;18;;BW 29;8,512325022253881;2860,3487942857164;175;0,41724510583569546;3546,015;2357,648;226,57263100209238;17,12728101500399
481;19;;BW 29;8,969956323151095;3342,109534482757;116;0,41664535458264373;4234,459;2716,616;288,1017622991973;26,749577089777027
482;20;;BW 29;9,483868704129293;3989,604317073172;123;0,42081389945352105;4657,996;3342,497;270,57067099898546;24,396535807137724
483;21;;BW 29;9,99722787669571;4670,301650602411;83;0,42055520007029024;5251,092;4085,477;259,8138959195381;28,518280020646525
484;22;;BW 29;10,494762522991332;5273,071276315787;76;0,41045225330380153;5835,362;4694,366;265,1220088068936;30,411580107835512
485;23;;BW 29;11,033439575367472;5903,298170731707;82;0,39543836930062654;6328,451;5121,148;260,0021439498407;28,712433539112833
486;24;;BW 29;11,493198567919425;6191,447862499998;80;0,3669326349888897;6380,988;5659,271;179,66963223528663;20,087675558524417
487;25;;BW 29;11,961377649461097;6308,286477272728;44;0,3316535500623561;6381,697;5997,504;90,94172378404457;13,709980708173433
488;26;;BW 29;12,509872944193535;6360,569577777777;45;0,2923170592144944;6381,673;6306,322;20,35341315188476;3,034107692116838
489;27;;BW 29;12,988009831266599;6364,965965517241;29;0,261387677160345;6381,841;6337,844;13,775620967291655;2,5580685941201105
490;28;;BW 29;13,438561684749272;6355,572400000001;15;0,23562054312168101;6377,537;6336,936;12,567894458273024;3,2450163955855937
491;29;;BW 29;14,00514337215531;6360,622545454546;11;0,20833095115343528;6381,486;6344,529;14,757383307101438;4,449518483373598
492;30;;BW 29;14,47907056079034;6352,343066666665;15;0,1882906439494028;6381,69;6333,237;15,313948373327987;3,95404446763863
493;31;;BW 29;15,018156032957107;6353,792535714286;28;0,1687718625763198;6381,734;6325,689;15,611476862023416;2,9502918125252124
494;32;;BW 29;15,419267231648352;6349,9603333333325;21;0,15584635750984874;6380,028;6335,236;12,415284830938637;2,7092372624863486
495;33;;BW 29;15,986059529127491;6349,9333;10;0,13984976327259846;6369,813;6341,599;10,902044120764966;3,447529057326507
496;34;;BW 29;16,453759555009885;6349,865285714286;7;0,12825843071881116;6366,434;6341,045;10,447733465753815;3,948872073524508
497;35;;BW 29;17,024506581519415;6349,693285714285;7;0,1157833194432189;6363,558;6342,466;7,138614844965405;2,6981427978931953
498;36;;BW 29;17,57623307123634;6347,2388;5;0,10517784754844836;6360,052;6338,195;8,209294592107684;3,6713081510548378
499;37;;BW 29;17,925742086913562;6345,1778;5;0,09911267897697734;6357,893;6337,078;7,719125352007124;3,452097802785984
500;40;;BW 29;19,296707730513365;6346,817999999999;3;0,0794736642664605;6358,518;6340,12;10,167920338004198;5,870451544245395
501;41;;BW 29;20,003365573611543;6377,980333333333;3;0,07169532031645055;6378,937;6376,886;1,0324070579634745;0,5960604928284816
502;43;;BW 29;20,980760610230803;6356,805;5;0,06192871283885319;6379,275;6341,057;18,73738942595842;8,379615295465758
503;7;;BW 30;3,152752640166895;-4,5895;6;-0,013176878145036337;11,301;-19,434;12,148881409413791;4,959760066441388
504;8;;BW 30;3,5489657150755836;47,597880597014914;67;0,09580739974251685;140,546;-19,832;36,225055424815864;4,425594893026114
505;9;;BW 30;4,003806783084624;141,88143269230764;104;0,19889464112314428;264,914;33,54;47,91688347236455;4,698636997233432
506;10;;BW 30;4,498091115060518;271,93647428571455;175;0,2688435162415142;407,679;121,208;60,753163749492174;4,592507504044019
507;11;;BW 30;5,008583821284005;446,4181329479767;173;0,3196788009093754;755,991;285,498;71,24391042683324;5,416574207372129
508;12;;BW 30;5,4957130787835;640,0062390243903;205;0,3469196540458897;887,503;415,539;82,53954152533315;5,764811640022382
509;13;;BW 30;6,009430425656789;872,9126184210528;228;0,36189925306339604;1172,519;667,592;105,31920060551234;6,974934451111272
510;14;;BW 30;6,497582320427026;1153,7272514970057;167;0,3784117640774562;1587,94;888,995;126,34836430014403;9,777129968813819
511;15;;BW 30;6,996854518724682;1489,0964415584415;154;0,391139020227885;1882,369;1153,62;137,75355925292635;11,100498142223897
512;16;;BW 30;7,478921444234923;1890,0984142857142;140;0,40652228003764046;2331,492;1539,652;172,0273304898598;14,538963029309366
513;17;;BW 30;8,016545736306295;2375,942296296297;162;0,41494536191114095;2912,884;1983,458;191,9496777802362;15,080990978330863
514;18;;BW 30;8,487676235494998;2852,64963576159;151;0,4197578913286387;3408,885;2410,108;201,73156358962063;16,416681821909354
515;19;;BW 30;8,997667034975963;3432,7257166666677;120;0,42400033531667985;4071,428;2820,516;261,7595877874553;23,895271812407177
516;20;;BW 30;9,483245791872303;4029,3696712328747;146;0,4250920098940488;4981,231;3387,892;281,1951569371806;23,27187677276777
517;21;;BW 30;10,00296863337516;4703,642144444442;90;0,42282864534456666;5652,05;4113,164;307,5692576926504;32,42064641853466
518;22;;BW 30;10,4964417862598;5312,6674047619035;84;0,4133359438300486;6116,377;4752,462;288,2925376624138;31,45529466973616
519;23;;BW 30;11,003350081518219;5873,07437878788;66;0,3966500914039427;6316,409;5316,662;236,43509454287982;29,103148307122574
520;24;;BW 30;11,463988830572923;6224,6634571428585;70;0,37172816065038866;6381,435;5707,473;163,7420983552729;19,570924050666832
521;25;;BW 30;12,024909093943114;6355,288920000003;50;0,3288567368042307;6381,388;6215,797;32,79127826104789;4,637387044432397
522;26;;BW 30;12,522625693966804;6366,067142857141;49;0,2916767860298733;6381,408;6307,835;15,879822010442386;2,2685460014917695
523;27;;BW 30;12,999229592474228;6359,211972222223;36;0,2604757566710077;6382,06;6339,102;12,75207997708859;2,125346662848098
524;28;;BW 30;13,512066772106682;6350,972100000001;20;0,23162834624947498;6378,041;6306,751;15,382135827675018;3,439550134981633
525;29;;BW 30;14,017888311953996;6349,438777777778;18;0,20739792333917623;6372,011;6342,792;8,831697175885335;2,0816509874848674
526;30;;BW 30;14,468612507229095;6353,320538461538;13;0,18872827029869166;6382,718;6327,313;16,390866174058655;4,546008341525903
527;31;;BW 30;15,022380098796992;6355,855863636363;22;0,1686842950111135;6382,434;6335,301;14,610235877941602;3,11491275530159
528;32;;BW 30;15,453555063657157;6352,306166666667;18;0,1548684885285849;6379,961;6332,569;14,611817325672543;3,44403837214738
529;33;;BW 30;16,0409562920342;6351,024307692308;13;0,1384426354960487;6379,473;6336,731;12,000664164846496;3,3283853835367134
530;34;;BW 30;16,493584164704306;6353,3635;6;0,12740176084585114;6370,461;6343,577;11,09241735150651;4,528460420864224
531;37;;BW 30;18,03544238901908;6353,289500000001;4;0,09743951112682818;6360,229;6344,309;7,262673727125029;3,6313368635625145
532;39;;BW 30;18,94570495458955;6343,818166666667;6;0,0839334871593878;6346,566;6340,722;2,525962898909458;1,03122003525493
533;40;;BW 30;19,531578371145407;6359,882999999999;3;0,0767987151234326;6378,867;6341,684;18,603925419115523;10,740981348710068
534;41;;BW 30;19,898863174232076;6367,1759999999995;3;0,07270744894775666;6379,534;6342,992;20,94564747149138;12,092975206016554
535;42;;BW 30;20,447638217685206;6355,778666666666;6;0,06688922391737107;6380,511;6342,007;16,727787931064302;6,829090826099042
536;7;;BW 45;3,0284665210807296;-12,176866666666664;15;-0,039444283296706205;22,543;-37,661;16,3526116082271;4,222226161710776
537;8;;BW 45;3,4994967624347333;39,86515151515152;33;0,08369383733518365;135,197;-8,582;37,709569793456616;6,564393516742716
538;9;;BW 45;4,0274255241310275;140,17695774647893;71;0,19306827914172053;241,033;15,54;47,3243191871448;5,6163633997814895
539;10;;BW 45;4,531017105493346;271,6375563380282;142;0,26273598526801406;405,085;138,776;60,637570526606225;5,08859187983287
540;11;;BW 45;5,0206644829518705;430,3096149068322;161;0,3059245295765802;579,92;271,641;59,61516625365374;4,6983332894178576
541;12;;BW 45;5,507090176840048;615,361078817734;203;0,33149753986268937;887,48;403,687;84,09469999713195;5,902290850072987
542;13;;BW 45;6,036062970898162;861,6852403846156;208;0,3525366052363617;1142,337;609,596;99,50351459522342;6,899327383883798
543;14;;BW 45;6,502925794230002;1114,2134650000005;200;0,3645514730846473;1433,532;860,299;115,80338175796804;8,188535652539374
544;15;;BW 45;6,9823336316712785;1440,8534833333338;180;0,38083326916672533;2251,859;1038,23;155,86290148023585;11,617334762671998
545;16;;BW 45;7,489501950076719;1830,933820359282;167;0,39213055316635587;2308,577;1479,653;176,21615615174235;13,636015557808149
546;17;;BW 45;7,988378784338199;2254,6394200000004;150;0,3979403676431356;2806,08;1870,144;172,60486700313962;14,093128375954837
547;18;;BW 45;8,481829833516466;2749,2073647798734;159;0,4053738062783963;3205,985;2275,286;209,3493108779405;16,602480296075143
548;19;;BW 45;9,008168512995018;3334,2996751592345;157;0,4104043680381371;3926,1;2685,0;254,20467544625063;20,287741744400122
549;20;;BW 45;9,494444910825004;3908,1589699248125;133;0,4108472021621932;4663,577;3120,531;304,6436807439078;26,41595727255656
550;21;;BW 45;10,008781958153794;4504,953543103448;116;0,40426252267755725;5393,503;3812,862;308,97087829177286;28,68722586562575
551;22;;BW 45;10,488081767303395;5112,96058653846;104;0,398750371821099;5825,444;4525,123;268,60773197116157;26,33915513120872
552;23;;BW 45;10,97510744496915;5685,887731182798;93;0,3869802386006641;6264,487;5106,053;280,8550109159739;29,12330795428512
553;24;;BW 45;11,511980442609602;6147,123555555554;81;0,3625255856141325;6381,319;5663,599;186,84455508470103;20,760506120522336
554;25;;BW 45;11,99178390730519;6324,767657534249;73;0,32999703987322515;6381,296;5812,885;88,41333429444697;10,347998073257067
555;26;;BW 45;12,479014607005318;6355,205758620688;29;0,2942426251125302;6382,497;6281,452;25,718704102066493;4,775843455708769
556;27;;BW 45;12,956582458574378;6360,105470588234;17;0,2630932933470191;6382,289;6333,859;16,467898090366702;3,9940519563817225
557;28;;BW 45;13,494055201847209;6349,148590909091;22;0,23249032975449668;6381,038;6304,473;14,866506614531655;3,1695498599235696
558;29;;BW 45;13,987765784604658;6368,4617777777785;9;0,2093660893282868;6381,544;6342,079;15,621796261776309;5,207265420592103
559;30;;BW 45;14,54552169186688;6349,5065;14;0,18563886942646737;6379,883;6326,688;18,37865508492859;4,911902182678108
560;31;;BW 45;14,972606260631409;6356,123199999999;10;0,17037934500354235;6382,984;6330,304;17,983339615692575;5,686831312192563
561;32;;BW 45;15,59994685162876;6351,007421052632;19;0,1505185804164155;6386,757;6330,354;15,170759708933328;3,4804109719988894
562;33;;BW 45;15,989522098855407;6350,959076923076;13;0,13978150538005424;6384,329;6337,571;15,07192117516065;4,180198816676399
563;34;;BW 45;16,50889604546655;6349,830437500001;16;0,12697694660961428;6381,045;6340,46;11,78618551790607;2,9465463794765174
564;35;;BW 45;17,043138382408188;6347,734454545454;11;0,11536840526750756;6378,782;6339,498;11,980480953314334;3,6122509209220923
565;36;;BW 45;17,38195800814134;6346,501142857143;7;0,10873143583661807;6350,383;6341,772;3,1350943860629275;1,1849542974624612
566;37;;BW 45;17,98768564450816;6347,758666666666;3;0,09813216701437133;6348,99;6345,849;1,6767743835509563;0,9680861417134135
567;38;;BW 45;18,555426123982294;6348,138666666667;3;0,08940266347828889;6353,343;6343,049;5,1479578799105;2,9721748677431825
568;42;;BW 45;20,446422879386194;6352,544666666668;3;0,06686711114242291;6371,243;6342,47;16,209475695818586;9,358545156403558
569;7;;BW 56;3,1045510110971932;2,4729285714285707;14;0,007435873989971575;73,535;-49,49;27,496987081005198;7,348878916119339
570;8;;BW 56;3,518276368074553;59,18324561403507;57;0,12227165040411449;197,107;-11,193;40,75385076690856;5,397979401577044
571;9;;BW 56;4,041721866360951;165,87976056338022;71;0,22605336571827284;286,702;33,872;49,8808132415847;5,91976342509058
572;10;;BW 56;4,490392221585968;297,69542105263156;133;0,2958258858260258;441,519;156,326;63,473839722195365;5,50387992270917
573;11;;BW 56;5,010940330571551;464,00542105263185;152;0,33180445316959883;678,451;234,467;69,26909516898681;5,61846552937754
574;12;;BW 56;5,502471617315182;659,7182560975612;164;0,35628859355424913;885,379;459,034;83,18109541867415;6,495352294774719
575;13;;BW 56;6,006028143094086;898,2037857142858;196;0,3730178737471676;1343,971;666,263;114,81644796592869;8,201174854709192
576;14;;BW 56;6,503528200515983;1201,4154413145543;213;0,39297323846874194;1656,857;828,909;133,16883641379593;9,124578321160245
577;15;;BW 56;6,994187594677735;1539,1373176470586;170;0,40474583478496645;1907,243;1236,771;134,66031263643453;10,327974517938642
578;16;;BW 56;7,496933396404676;1939,5806624999998;160;0,4141653267567234;2500,274;1507,717;183,988300503899;14,54555231039566
579;17;;BW 56;7,9878710255274905;2379,3371753246747;154;0,4200294173084334;3033,095;1873,202;210,31161942067826;16,94739325305487
580;18;;BW 56;8,499664943035064;2873,668483221478;149;0,42106398479778845;3526,424;2328,18;234,07284801723605;19,175994882252176
581;19;;BW 56;8,996860965809057;3441,453582608697;115;0,4251926403090423;4248,794;2742,636;275,68308959990736;25,70758066024589
582;20;;BW 56;9,522941610692596;4104,832909836066;122;0,4276603320176705;4615,068;3466,841;265,1190309000003;24,002749252601053
583;21;;BW 56;9,998758435707547;4707,3703307692285;130;0,42369855891899477;5396,097;4061,905;274,12043732858615;24,04195278149864
584;22;;BW 56;10,485107767747442;5347,179717948716;117;0,4173716390908428;6256,733;4700,752;296,2714525766184;27,390305480030648
585;23;;BW 56;10,990927140269022;5937,18234210526;114;0,4023409621378569;6373,773;5328,259;238,41418289320436;22,329534097761822
586;24;;BW 56;11,501825352003024;6245,667357142856;84;0,36931367861797865;6380,923;5731,687;141,6006090203402;15,449893078275135
587;25;;BW 56;11,97560423740327;6339,834372549019;51;0,3321256795699848;6382,683;6062,831;58,76435492403881;8,228655585088486
588;26;;BW 56;12,46134727827535;6359,853343750002;32;0,2957120029424034;6382,202;6301,73;18,341292480241727;3,242313072126189
589;27;;BW 56;13,00000207597443;6359,010714285715;14;0,2604210834839137;6384,612;6333,337;15,998068577793005;4,275663676301091
590;28;;BW 56;13,436912537985558;6354,093777777776;9;0,23565247146936652;6384,209;6303,04;21,6195319663595;7,206510655453166
591;29;;BW 56;13,953477206745577;6353,923846153846;13;0,21043186934501135;6383,624;6324,963;17,644907300437175;4,89381677096424
592;30;;BW 56;14,466399868639845;6350,375588235293;17;0,18872736038816984;6382,111;6328,936;13,024392841217468;3,1588792584634193
593;31;;BW 56;14,91848005597321;6356,829000000001;18;0,17225968336085762;6382,837;6326,685;18,128140120688148;4,272843603212836
594;32;;BW 56;15,543134643891326;6357,8021538461535;13;0,1523379234789174;6385,951;6342,125;16,721873443916348;4,637813240296923
595;33;;BW 56;15,933407967603983;6355,028083333334;12;0,1413540627032638;6381,315;6343,192;15,581970014663673;4,498127291235375
596;34;;BW 56;16,478066336825542;6346,3354;15;0,12762070211639362;6379,894;6331,751;10,242630673527517;2,6446358679950217
597;35;;BW 56;16,99033758829923;6357,684499999999;8;0,11662987161257196;6381,677;6344,162;15,771958561229415;5,576229425619271
598;36;;BW 56;17,497225691093128;6345,120454545454;11;0,10657347815366637;6351,504;6342,088;2,6286005540453456;0,7925528874080666
599;37;;BW 56;17,809921550212977;6356,845;3;0,10124473602402784;6378,26;6345,681;18,551551444555894;10,710743220399538
600;38;;BW 56;18,52394865908484;6343,52;4;0,08979382198417245;6345,29;6341,782;1,5142505296898447;0,7571252648449224
601;39;;BW 56;18,948767913046368;6367,680333333333;3;0,0842083529961751;6381,669;6346,843;18,395400113434707;10,620589207342402
602;43;;BW 56;21,022925686869446;6344,0053333333335;3;0,06143288678946563;6345,367;6341,943;1,816354682690924;1,0486728649954424
603;9;;BW 57;4,109269903326988;-11,498444444444445;9;-0,014909460848381323;6,759;-29,31;12,47142215337841;4,157140717792804
604;10;;BW 57;4,583873051648099;31,713542372881363;59;0,029625375256171906;151,136;-46,278;47,447872446151656;6,1771868421215235
605;11;;BW 57;5,010394035791019;101,66686486486483;111;0,07272448187727466;289,047;-13,008;65,6191145818027;6,228290727951744
606;12;;BW 57;5,514951821537802;238,11325454545457;165;0,12772480617660853;537,203;45,146;84,81360806308567;6,602730432764142
607;13;;BW 57;5,984807707364605;391,81569945355193;183;0,1644553779405392;696,637;179,832;102,70572500982496;7,592225657607367
608;14;;BW 57;6,506323958879284;606,604338095238;210;0,19815968841724202;992,363;260,131;132,58863056822375;9,149484751549808
609;15;;BW 57;6,994003081199294;857,1259436090227;266;0,22541563325688832;1378,948;588,867;164,23550748391386;10,069925057866511
610;16;;BW 57;7,5072238218652085;1210,0985695652178;230;0,2573353829421146;1923,736;851,103;192,46897400483346;12,69102831933085
611;17;;BW 57;7,995875810802947;1592,4128454106276;207;0,28026857240136765;2489,286;1184,625;225,445067430673;15,669515379121496
612;18;;BW 57;8,502901084266918;2099,9615744680846;188;0,3073454704732357;2768,721;1524,971;240,59141953507736;17,546932682475223
613;19;;BW 57;9,023951136461006;2742,699613756615;189;0,335818710824853;3542,463;2129,395;272,0115556981027;19,78592926808337
614;20;;BW 57;9,50759616943998;3327,375818713449;171;0,34834254847588;4126,082;2576,488;278,7321331107044;21,315178956966452
615;21;;BW 57;9,982655735373639;3943,918656250002;160;0,3567027981620511;4695,475;3357,67;297,00809559326456;23,480551639593372
616;22;;BW 57;10,483836769980872;4649,682325203251;123;0,3630608167527896;5573,229;3930,033;314,5930186544562;28,365897219908824
617;23;;BW 57;10,998894791979799;5399,622833333333;108;0,3651179053064375;6117,187;4754,417;311,9584860048215;30,018219311811965
618;24;;BW 57;11,482624012767884;6032,863092105265;76;0,35852288777879937;6372,674;5407,399;235,91225073088395;27,060991065240856
619;25;;BW 57;11,994942766353992;6287,423461538461;78;0,32778948714710354;6380,654;6021,675;84,98346319362184;9,622482365621055
620;26;;BW 57;12,498891687347381;6354,737512195122;41;0,2928194714241231;6382,425;6309,614;17,255760161641742;2,694896978691132
621;27;;BW 57;12,988390302949925;6356,862653846154;26;0,26103196075167895;6381,576;6340,005;12,514643726266572;2,454323560226722
622;28;;BW 57;13,457605292947843;6354,986000000001;13;0,23460004361757011;6380,357;6302,273;20,962198012136103;5,813867675322002
623;29;;BW 57;13,914336285522442;6359,191631578948;19;0,21238863623103468;6391,066;6340,492;17,57038525224412;4,03092282703208
624;30;;BW 57;14,471022804278205;6354,813666666666;12;0,1886783140182884;6377,224;6340,953;13,038844408733086;3,763990164651847
625;31;;BW 57;14,935001049048223;6354,484153846154;13;0,17162532727532698;6377,295;6342,25;11,774954648505409;3,265784827034562
626;32;;BW 57;15,519188166448485;6360,282076923077;13;0,15310389168883368;6382,843;6337,549;16,06728520141448;4,456263127015666
627;33;;BW 57;16,034229419472563;6356,128928571429;14;0,1387283650097776;6383,538;6339,549;17,00350609303996;4,5443781552913345
628;34;;BW 57;16,5071864189586;6347,514882352941;17;0,12697008485571268;6381,037;6340,201;9,756262142095963;2,366241136651557
629;35;;BW 57;16,99277021977132;6346,547222222222;9;0,11637556730094573;6354,446;6341,546;3,773213841600186;1,257737947200062
630;36;;BW 57;17,510904671675227;6347,083400000001;10;0,1063568101120102;6367,047;6335,856;8,442269023589754;2,669679873442939
631;37;;BW 57;17,988907379999326;6348,071333333333;6;0,098117006761376;6354,629;6343,634;3,8019638434190197;1,5521452394812332
632;39;;BW 57;19,116911277987374;6358,006666666667;3;0,08188128599481706;6381,539;6344,729;20,435573550388114;11,798483890360973
633;7;;BW 59;3,1515142712870072;-19,828500000000002;6;-0,05699659046806915;-6,777;-45,953;15,134972649463231;6,178826710360688
634;8;;BW 59;3,569419912656762;40,54593333333333;30;0,0802178883305306;120,922;-21,757;37,93135911629316;6,925287008274329
635;9;;BW 59;4,050134473621977;141,70567058823534;85;0,19190918022840078;243,175;33,905;48,23058496169562;5,231341438301112
636;10;;BW 59;4,505991422251394;261,1172465753425;146;0,25679190276090924;411,325;85,098;62,53820245429704;5,175698461378329
637;11;;BW 59;4,998979474090481;412,06423529411757;187;0,29678210517856435;588,842;265,459;66,90108530604816;4,89229188284898
638;12;;BW 59;5,500234255854228;600,2102537313436;201;0,3245463285259209;796,934;383,632;80,64902093448066;5,688543333942424
639;13;;BW 59;5,994756274112477;829,7590443349753;203;0,3465407028730665;1088,521;594,699;97,69196934101467;6,8566320682129405
640;14;;BW 59;6,508879884453899;1099,1128975609754;205;0,35862485242468983;1380,497;808,67;115,72876412456101;8,08284749565649
641;15;;BW 59;6,981075864385731;1402,6333879781423;183;0,37093169965200257;1728,269;1131,283;129,5255925830336;9,57480731703743
642;16;;BW 59;7,4997620147946105;1770,7910447761194;134;0,3776954208062426;2178,541;1432,653;158,07813161213332;13,655870667461665
643;17;;BW 59;7,997210500895935;2208,728699999999;150;0,38854707272016137;2652,743;1637,486;203,08821868736604;16,58208361849367
644;18;;BW 59;8,480643341091362;2661,6907426470575;136;0,39263412854979124;3166,459;2204,76;201,14813935623178;17,248310651820972
645;19;;BW 59;9,003420161101696;3206,0064591194946;159;0,39523799673104876;3873,877;2566,462;242,53786285670535;19,234503673519995
646;20;;BW 59;9,486619442168157;3749,3064193548394;124;0,39512394367622433;4380,656;3124,435;270,80405275600083;24,318921842658106
647;21;;BW 59;10,015598964200462;4442,581878787878;132;0,39785196809457485;5128,065;3907,129;271,12724497250764;23,598597635270195
648;22;;BW 59;10,508633982242555;5013,317520408163;98;0,3886899075414629;5635,947;4310,792;284,5311354365076;28,741985046551786
649;23;;BW 59;11,005247745127416;5698,053086956521;92;0,3846306332275096;6200,34;4860,679;258,1093528551206;26,90976023661812
650;24;;BW 59;11,462290978994758;6128,262086419753;81;0,3661338586819418;6373,681;5573,203;170,46977378256815;18,941085975840906
651;25;;BW 59;12,007033499839432;6334,364179487178;39;0,3292400896216039;6380,379;6105,972;58,466389473319154;9,362115006011777
652;26;;BW 59;12,49325918192513;6356,404391304348;46;0,29329260925250256;6384,041;6278,977;18,892185877268044;2,785500841786322
653;27;;BW 59;13,01127888533826;6358,052045454544;22;0,25970539482406496;6382,464;6339,176;13,032713354431735;2,7785838232221765
654;28;;BW 59;13,50106514664368;6356,7015882352935;17;0,23240452265976955;6385,741;6338,889;14,527987244706384;3,523554466914736
655;29;;BW 59;14,01436851860622;6358,532176470589;17;0,20785148073919735;6383,481;6340,362;16,662013538417828;4,04113186790401
656;30;;BW 59;14,509519351074228;6361,948277777778;18;0,18739064480136905;6382,556;6331,712;16,532792386489866;3,8968165361454368
657;31;;BW 59;15,08202612375708;6350,215214285715;14;0,1665429402800143;6381,034;6324,337;14,752459660255587;3,9427606900628507
658;32;;BW 59;15,563592326097377;6353,567230769231;13;0,15163691507703575;6383,044;6337,749;14,658067733924504;4,065416524145311
659;33;;BW 59;16,01146056127222;6346,170714285715;14;0,13910276106694036;6373,144;6332,617;9,396452877619092;2,5113076656440523
660;34;;BW 59;16,477160672956867;6346,9567;10;0,12765424321447427;6361,609;6337,964;6,071996450921576;1,9201338729370985
661;35;;BW 59;16,952046742833208;6347,564166666667;6;0,11723506427398153;6363,748;6340,605;8,53601348210419;3,4848129114455224
662;38;;BW 59;18,482209325252118;6349,748333333333;3;0,09049231706211593;6360,042;6344,165;8,925256989764597;5,1529995256271794
663;40;;BW 59;19,407681379584368;6358,5394;5;0,07826241685345253;6381,673;6341,327;20,054537897941877;8,968661999428756
