;Identifier;Rotor Speed;Active Power;T Outside Nacelle Level;Pitch Angle;Air Density;Corrected Wind Speed;Lower Limit Filter;Active Power Filter;Bin;Negativ Lower Limit;Positiv Lower Limit;Positiv Active Power;Negativ Active Power
1941;BW 05;6,48;246,838;4,44;1,46;1,2560456570848573;4,305771586345123;True;True;10,0;0,0;1,0;1,0;0,0
1942;BW 09;6,48;305,983;7,75;1,45;1,2407819254780006;4,569456211675516;True;True;10,0;0,0;1,0;1,0;0,0
1943;BW 09;6,48;216,233;7,69;1,5;1,2410562984142233;4,4894449912403225;True;True;10,0;0,0;1,0;1,0;0,0
1944;BW 06;6,48;290,2;7,92;1,42;1,240004979796497;4,598624246823311;True;True;10,0;0,0;1,0;1,0;0,0
1945;BW 09;6,48;197,758;7,8;1,39;1,2405533439574894;4,298037701261004;True;True;10,0;0,0;1,0;1,0;0,0
1946;BW 05;6,48;304,7;4,68;1,28;1,2549298854126814;4,617000650432278;True;True;10,0;0,0;1,0;1,0;0,0
1947;BW 06;6,48;378,323;3,72;1,16;1,259401819668868;4,6830348511011035;True;True;10,0;0,0;1,0;1,0;0,0
1948;BW 09;6,48;258,549;7,39;1,32;1,2424293985376973;4,320297618803491;True;True;10,0;0,0;1,0;1,0;0,0
1949;BW 06;6,48;300,387;6,05;1,3;1,2485882461515894;4,528700133649589;True;True;10,0;0,0;1,0;1,0;0,0
1950;BW 06;6,48;346,367;6,0;1,28;1,248818882015888;4,710138117970572;True;True;10,0;0,0;1,0;1,0;0,0
1951;BW 06;6,48;366,53;5,96;1,18;1,2490034343116727;4,670110556497741;True;True;10,0;0,0;1,0;1,0;0,0
1952;BW 09;6,48;351,079;7,23;1,34;1,243162565993199;4,682917734430873;True;True;10,0;0,0;1,0;1,0;0,0
1953;BW 09;6,48;328,865;7,54;1,43;1,2417425904166204;4,7112701241764725;True;True;10,0;0,0;1,0;1,0;0,0
1954;BW 05;6,47;264,656;4,19;1,35;1,2572094797983233;4,579447019916989;True;True;10,0;0,0;1,0;1,0;0,0
1955;BW 06;6,48;312,363;5,93;1,2;1,24914187400372;4,458912524205024;True;True;10,0;0,0;1,0;1,0;0,0
1956;BW 05;6,48;214,37;4,65;1,5;1,2550692769935028;4,415548375364532;True;True;10,0;0,0;1,0;1,0;0,0
1957;BW 05;2,52;146,942;4,75;31,98;1,254604726859533;4,737560853928748;False;False;10,0;1,0;0,0;0,0;1,0
1958;BW 09;6,48;283,239;7,63;1,35;1,2413307534660527;4,349156528605275;True;True;10,0;0,0;1,0;1,0;0,0
1959;BW 06;6,47;246,965;5,78;1,36;1,2498344007459679;4,500004882031247;True;True;10,0;0,0;1,0;1,0;0,0
1960;BW 09;6,48;311,863;7,23;1,48;1,243162565993199;4,692966914118493;True;True;10,0;0,0;1,0;1,0;0,0
1961;BW 09;6,48;243,772;7,33;1,5;1,2427042669457558;4,411047696884525;True;True;10,0;0,0;1,0;1,0;0,0
1962;BW 05;0,25;-27,529;3,71;78,51;1,2594485273975717;4,390399447487758;False;True;10,0;1,0;0,0;1,0;0,0
1963;BW 06;6,49;348,64;5,62;1,05;1,250573701291372;4,6116521917839846;True;True;10,0;0,0;1,0;1,0;0,0
1964;BW 09;6,48;220,818;7,5;1,5;1,241925688664681;4,379988764802455;True;True;10,0;0,0;1,0;1,0;0,0
1965;BW 09;6,48;215,186;7,58;1,5;1,2415595288704064;4,27910968431416;True;True;10,0;0,0;1,0;1,0;0,0
1966;BW 09;6,48;280,186;7,27;1,5;1,242979218578308;4,622395389813674;True;True;10,0;0,0;1,0;1,0;0,0
1967;BW 05;6,48;367,112;4,85;1,18;1,2541404290460278;4,747055037364319;True;True;10,0;0,0;1,0;1,0;0,0
1968;BW 06;6,47;190,42;5,43;1,5;1,2514524367954845;4,330731000725197;True;True;10,0;0,0;1,0;1,0;0,0
1969;BW 06;6,47;205,801;6,05;1,37;1,2485882461515894;4,609210358247804;True;True;10,0;0,0;1,0;1,0;0,0
1970;BW 05;6,48;278,43;3,11;1,4;1,262255784441857;4,494662687115445;True;True;10,0;0,0;1,0;1,0;0,0
1971;BW 06;6,31;231,696;5,42;2,22;1,2514987106740432;4,461715068467099;False;True;10,0;1,0;0,0;1,0;0,0
1972;BW 09;6,47;223,278;7,71;1,47;1,2409648316540385;4,368815644472275;True;True;10,0;0,0;1,0;1,0;0,0
1973;BW 06;6,17;266,554;5,58;2,77;1,2507586244441842;4,722645154529954;False;True;10,0;1,0;0,0;1,0;0,0
1974;BW 06;6,48;303,988;3,84;1,34;1,258841529775238;4,702522777492253;True;True;10,0;0,0;1,0;1,0;0,0
1975;BW 06;6,48;235,624;3,79;1,5;1,2590749384221065;4,410149046433653;True;True;10,0;0,0;1,0;1,0;0,0
1976;BW 05;6,48;202,724;4,6;1,41;1,255301646927281;4,294839470730224;True;True;10,0;0,0;1,0;1,0;0,0
1977;BW 08;6,48;267,457;5,29;1,43;1,2521004961388724;4,462430095180485;True;True;10,0;0,0;1,0;1,0;0,0
1978;BW 05;6,48;245,946;4,35;1,43;1,256464449196797;4,3970141313579205;True;True;10,0;0,0;1,0;1,0;0,0
1979;BW 06;6,48;230,685;3,78;1,48;1,259121627942656;4,410203558730237;True;True;10,0;0,0;1,0;1,0;0,0
1980;BW 05;6,48;256,013;4,51;1,46;1,2557200725811344;4,607886600970524;True;True;10,0;0,0;1,0;1,0;0,0
1981;BW 05;6,51;356,698;3,83;1,19;1,2588882063130635;4,65212402173757;True;True;10,0;0,0;1,0;1,0;0,0
1982;BW 08;6,48;311,012;5,07;1,38;1,253119858122881;4,4636407535191305;True;True;10,0;0,0;1,0;1,0;0,0
1983;BW 09;6,48;359,661;7,7;1,35;1,2410105638940663;4,730430908701161;True;True;10,0;0,0;1,0;1,0;0,0
1984;BW 06;6,48;225,419;6,11;1,45;1,248311562920645;4,337167935298224;True;True;10,0;0,0;1,0;1,0;0,0
1985;BW 06;6,48;319,796;6,11;1,32;1,248311562920645;4,729626286752124;True;True;10,0;0,0;1,0;1,0;0,0
1986;BW 05;6,48;134,439;5,19;1,37;1,2525636931690882;4,311863584100755;True;True;10,0;0,0;1,0;1,0;0,0
1987;BW 05;6,56;357,854;3,78;1,1;1,259121627942656;4,551491544593448;True;True;10,0;0,0;1,0;1,0;0,0
1988;BW 05;6,47;306,819;4,75;1,2;1,254604726859533;4,626681770113394;True;True;10,0;0,0;1,0;1,0;0,0
1989;BW 06;6,48;328,22;7,9;1,4;1,2400963511716283;4,608778106821098;True;True;10,0;0,0;1,0;1,0;0,0
1990;BW 06;6,48;213,127;4,16;1,44;1,2573492461026796;4,34760970127408;True;True;10,0;0,0;1,0;1,0;0,0
1991;BW 09;6,48;244,955;7,69;1,47;1,2410562984142233;4,449270986844436;True;True;10,0;0,0;1,0;1,0;0,0
1992;BW 06;6,48;343,881;7,6;1,2;1,2414680118433554;4,690833617728825;True;True;10,0;0,0;1,0;1,0;0,0
1993;BW 05;6,48;201,628;5,0;1,5;1,2534444536956335;4,433795700560984;True;True;10,0;0,0;1,0;1,0;0,0
1994;BW 06;6,48;268,016;7,43;1,48;1,2422461990773228;4,490879330472451;True;True;10,0;0,0;1,0;1,0;0,0
1995;BW 09;6,48;268,511;7,2;1,42;1,2433001009144227;4,441901216939245;True;True;10,0;0,0;1,0;1,0;0,0
1996;BW 05;6,48;167,207;5,0;1,51;1,2534444536956335;4,353181233278057;True;True;10,0;0,0;1,0;1,0;0,0
1997;BW 06;6,48;271,26;7,45;1,5;1,2421546131701697;4,46062957381434;True;True;10,0;0,0;1,0;1,0;0,0
1998;BW 05;6,48;208,828;4,96;1,51;1,2536299919371277;4,434014457248766;True;True;10,0;0,0;1,0;1,0;0,0
1999;BW 06;6,48;344,862;7,23;1,34;1,243162565993199;4,6628193750556335;True;True;10,0;0,0;1,0;1,0;0,0
2000;BW 06;6,48;234,966;6,98;1,5;1,2443093305891555;4,352632355012162;True;True;10,0;0,0;1,0;1,0;0,0
2001;BW 06;6,48;360,689;7,87;1,32;1,2402334252079583;4,6591543152360195;True;True;10,0;0,0;1,0;1,0;0,0
2002;BW 09;6,48;256,318;7,2;1,5;1,2433001009144227;4,341405714293561;True;True;10,0;0,0;1,0;1,0;0,0
2003;BW 06;6,48;260,721;7,45;1,45;1,2421546131701697;4,661558833896066;True;True;10,0;0,0;1,0;1,0;0,0
2004;BW 06;6,48;393,815;7,02;1,12;1,2441257502568146;4,744437487076447;True;True;10,0;0,0;1,0;1,0;0,0
2005;BW 06;6,47;217,827;7,47;1,44;1,2420630364692666;4,299780494774159;True;True;10,0;0,0;1,0;1,0;0,0
2006;BW 06;6,48;286,775;6,99;1,45;1,2442634319960522;4,4430481421860355;True;True;10,0;0,0;1,0;1,0;0,0
2007;BW 06;6,48;252,291;7,72;1,47;1,240919101693279;4,449107027619812;True;True;10,0;0,0;1,0;1,0;0,0
2008;BW 05;6,48;243,049;5,07;1,51;1,253119858122881;4,544248261483358;True;True;10,0;0,0;1,0;1,0;0,0
2009;BW 05;6,48;219,608;5,01;1,51;1,2533980753957226;4,2725140693834645;True;True;10,0;0,0;1,0;1,0;0,0
2010;BW 08;6,48;187,89;4,13;1,51;1,2574890355320811;4,438559532360763;True;True;10,0;0,0;1,0;1,0;0,0
2011;BW 06;6,48;300,479;4,02;1,41;1,2580017949598428;4,741832933328674;True;True;10,0;0,0;1,0;1,0;0,0
2012;BW 09;6,47;337,449;7,15;1,32;1,2435293722510623;4,653227764217718;True;True;10,0;0,0;1,0;1,0;0,0
2013;BW 06;6,48;297,848;7,43;1,35;1,2422461990773228;4,581299719676593;True;True;10,0;0,0;1,0;1,0;0,0
2014;BW 05;6,48;343,843;5,95;1,38;1,2490495784485924;4,720493154771237;True;True;10,0;0,0;1,0;1,0;0,0
2015;BW 08;6,49;356,286;2,68;1,11;1,264273510847028;4,648642499205411;True;True;10,0;0,0;1,0;1,0;0,0
2016;BW 09;6,48;279,143;7,06;1,43;1,2439422073332063;4,724101603713353;True;True;10,0;0,0;1,0;1,0;0,0
2017;BW 05;6,48;299,835;6,05;1,47;1,2485882461515894;4,367679684453159;True;True;10,0;0,0;1,0;1,0;0,0
2018;BW 06;6,47;224,753;4,42;1,48;1,2561387041453669;4,477306301066881;True;True;10,0;0,0;1,0;1,0;0,0
2019;BW 09;6,09;192,918;7,27;3,07;1,242979218578308;4,320934820912782;False;True;10,0;1,0;0,0;1,0;0,0
2020;BW 08;6,48;258,292;4,1;1,51;1,257628848107516;4,358019951914752;True;True;10,0;0,0;1,0;1,0;0,0
2021;BW 05;6,48;264,062;4,97;1,47;1,2535836036188863;4,635503391382146;True;True;10,0;0,0;1,0;1,0;0,0
2022;BW 06;6,47;237,661;4,16;1,42;1,2573492461026796;4,4182205316892045;True;True;10,0;0,0;1,0;1,0;0,0
2023;BW 06;6,48;308,14;4,18;1,36;1,257256065998289;4,740895780160385;True;True;10,0;0,0;1,0;1,0;0,0
2024;BW 09;6,48;282,363;7,12;1,45;1,2436669629710688;4,382034834683652;True;True;10,0;0,0;1,0;1,0;0,0
2025;BW 06;6,48;199,004;4,27;1,48;1,2568368825493481;4,478135662661597;True;True;10,0;0,0;1,0;1,0;0,0
2026;BW 09;6,48;173,517;7,3;1,51;1,2428417323474854;4,300678871583641;True;True;10,0;0,0;1,0;1,0;0,0
2027;BW 06;6,47;316,775;4,21;1,33;1,2571163150989602;4,619680452299865;True;True;10,0;0,0;1,0;1,0;0,0
2028;BW 05;6,48;315,968;4,45;1,03;1,255999137376385;4,49730777318506;True;True;10,0;0,0;1,0;1,0;0,0
2029;BW 06;6,48;185,517;6,99;1,5;1,2442634319960522;4,32242240076922;True;True;10,0;0,0;1,0;1,0;0,0
2030;BW 06;6,48;241,067;7,71;1,51;1,2409648316540385;4,378858898827384;True;True;10,0;0,0;1,0;1,0;0,0
2031;BW 06;6,47;241,238;7,0;1,44;1,2442175357435221;4,382681383211176;True;True;10,0;0,0;1,0;1,0;0,0
2032;BW 09;6,48;268,778;7,23;1,47;1,243162565993199;4,481934140678476;True;True;10,0;0,0;1,0;1,0;0,0
2033;BW 06;6,48;308,1;7,77;1,36;1,2406904860483645;4,599471502814104;True;True;10,0;0,0;1,0;1,0;0,0
2034;BW 06;6,48;229,922;6,84;1,5;1,2449521571239361;4,373489767242416;True;True;10,0;0,0;1,0;1,0;0,0
2035;BW 06;6,48;213,837;7,4;1,5;1,2423835952147124;4,259962045765849;True;True;10,0;0,0;1,0;1,0;0,0
2036;BW 06;6,5;236,518;7,4;1,67;1,2423835952147124;4,42071533051173;True;True;10,0;0,0;1,0;1,0;0,0
2037;BW 06;1,39;-23,249;7,74;39,46;1,2408276486061218;4,459040612635915;False;True;10,0;1,0;0,0;1,0;0,0
2038;BW 06;6,48;323,646;7,84;1,38;1,2403705196334214;4,568951124583652;True;True;10,0;0,0;1,0;1,0;0,0
2039;BW 06;6,48;207,454;7,93;1,5;1,2399592975010592;4,417838036532993;True;True;10,0;0,0;1,0;1,0;0,0
2040;BW 09;4,34;171,386;7,26;16,27;1,2430250519545685;4,602354585941855;False;False;10,0;1,0;0,0;0,0;1,0
2041;BW 06;6,48;252,732;7,72;1,5;1,240919101693279;4,629883385401205;True;True;10,0;0,0;1,0;1,0;0,0
2042;BW 06;6,48;330,876;7,89;1,48;1,2401420402530547;4,729327117427097;True;True;10,0;0,0;1,0;1,0;0,0
2043;BW 05;6,47;230,864;4,57;1,44;1,2554410993016363;4,385737908799409;True;True;10,0;0,0;1,0;1,0;0,0
2044;BW 06;6,47;367,411;4,25;1,13;1,2569300164807053;4,740485919229505;True;True;10,0;0,0;1,0;1,0;0,0
2045;BW 06;6,48;315,611;7,89;1,4;1,2401420402530547;4,528506433035288;True;True;10,0;0,0;1,0;1,0;0,0
2046;BW 08;6,53;406,589;2,96;1,11;1,2629590829216844;4,707644368489893;True;True;10,0;0,0;1,0;1,0;0,0
2047;BW 08;6,41;318,679;2,84;1,49;1,263522152721855;4,728551357915617;True;True;10,0;0,0;1,0;1,0;0,0
2048;BW 09;2,09;67,651;6,6;34,83;1,2460552197886134;4,394895000228721;False;False;10,0;1,0;0,0;0,0;1,0
2049;BW 06;6,48;339,975;7,89;1,41;1,2401420402530547;4,719286083207506;True;True;10,0;0,0;1,0;1,0;0,0
2050;BW 06;6,48;300,175;7,93;1,39;1,2399592975010592;4,508202905462078;True;True;10,0;0,0;1,0;1,0;0,0
2051;BW 08;6,48;368,638;2,51;0,97;1,265072581338024;4,730484653321341;True;True;10,0;0,0;1,0;1,0;0,0
2052;BW 06;6,48;307,486;4,32;1,3;1,2566040925227475;4,518200240616174;True;True;10,0;0,0;1,0;1,0;0,0
2053;BW 06;6,48;222,237;7,8;1,48;1,2405533439574894;4,328164133746478;True;True;10,0;0,0;1,0;1,0;0,0
2054;BW 06;6,48;174,266;4,37;1,4;1,2563713664206484;4,265805152447364;True;True;10,0;0,0;1,0;1,0;0,0
2055;BW 06;6,47;299,292;4,32;1,2;1,2566040925227475;4,69973507171236;True;True;10,0;0,0;1,0;1,0;0,0
2056;BW 06;2,13;108,531;4,4;33,49;1,2562317614025187;4,648849488484276;False;False;10,0;1,0;0,0;0,0;1,0
2057;BW 06;6,48;310,359;7,76;1,47;1,2407362046257022;4,639698548090251;True;True;10,0;0,0;1,0;1,0;0,0
2058;BW 05;6,48;326,329;3,49;1,27;1,2604767576615992;4,593506279619376;True;True;10,0;0,0;1,0;1,0;0,0
2059;BW 06;6,48;251,7;6,87;1,43;1,2448143698318075;4,493971955810361;True;True;10,0;0,0;1,0;1,0;0,0
2060;BW 05;6,47;165,253;4,14;1,46;1,2574424364848684;4,418329683406464;True;True;10,0;0,0;1,0;1,0;0,0
2061;BW 06;6,48;302,031;7,78;1,44;1,240644769745125;4,468863928114194;True;True;10,0;0,0;1,0;1,0;0,0
2062;BW 06;6,47;304,137;6,89;1,4;1,2447225233917616;4,524021570286857;True;True;10,0;0,0;1,0;1,0;0,0
2063;BW 05;6,48;322,851;3,77;1,23;1,2591683200620611;4,571732052492418;True;True;10,0;0,0;1,0;1,0;0,0
2064;BW 09;6,48;237,52;7,17;1,45;1,2434376567411332;4,371715578672233;True;True;10,0;0,0;1,0;1,0;0,0
2065;BW 05;6,48;178,235;5,8;1,51;1,24974203217816;4,3388239900973;True;True;10,0;0,0;1,0;1,0;0,0
2066;BW 05;6,47;197,033;5,78;1,47;1,2498344007459679;4,459736381968327;True;True;10,0;0,0;1,0;1,0;0,0
2067;BW 05;6,48;252,085;3,75;1,19;1,259261712100519;4,319535746585534;True;True;10,0;0,0;1,0;1,0;0,0
2068;BW 05;6,47;306,007;3,72;1,32;1,259401819668868;4,693127598625028;True;True;10,0;0,0;1,0;1,0;0,0
2069;BW 06;6,48;299,209;4,02;1,23;1,2580017949598428;4,681298895881925;True;True;10,0;0,0;1,0;1,0;0,0
2070;BW 08;6,47;327,439;3,61;1,32;1,2599157480446435;4,976401257518171;True;True;11,0;0,0;1,0;1,0;0,0
2071;BW 06;6,48;534,498;6,91;0,74;1,244630686347646;5,17736401579544;True;True;11,0;0,0;1,0;1,0;0,0
2072;BW 06;6,48;342,195;5,65;1,25;1,250435034692941;4,81285648340738;True;True;11,0;0,0;1,0;1,0;0,0
2073;BW 06;6,47;362,28;3,19;1,29;1,2618809358829588;4,857794884524255;True;True;11,0;0,0;1,0;1,0;0,0
2074;BW 08;6,48;437,421;6,79;1,14;1,2451818496855456;4,997145019204339;True;True;11,0;0,0;1,0;1,0;0,0
2075;BW 06;6,48;411,782;3,19;1,1;1,2618809358829588;5,130477757460128;True;True;11,0;0,0;1,0;1,0;0,0
2076;BW 08;4,36;257,077;3,68;16,88;1,259588666212205;4,945690845644171;False;False;11,0;1,0;0,0;0,0;1,0
2077;BW 08;6,48;355,21;3,59;1,07;1,2600092234925304;4,855391885999704;True;True;11,0;0,0;1,0;1,0;0,0
2078;BW 08;6,47;351,537;3,74;1,26;1,2593084120211109;4,763659054693401;True;True;11,0;0,0;1,0;1,0;0,0
2079;BW 08;6,47;339,672;3,55;1,28;1,2601962057558524;4,916201264946433;True;True;11,0;0,0;1,0;1,0;0,0
2080;BW 08;6,48;378,968;3,5;1,25;1,2604299924623386;5,067937657804984;True;True;11,0;0,0;1,0;1,0;0,0
2081;BW 08;6,47;407,315;3,46;1,01;1,2606170689890706;4,916748486101861;True;True;11,0;0,0;1,0;1,0;0,0
2082;BW 06;6,48;444,361;6,9;0,99;1,2446766036956325;5,026628818819001;True;True;11,0;0,0;1,0;1,0;0,0
2083;BW 08;6,48;432,143;3,74;1,11;1,2593084120211109;5,076526492607586;True;True;11,0;0,0;1,0;1,0;0,0
2084;BW 06;6,47;444,599;5,71;1,04;1,250157767657237;5,03399657795828;True;True;11,0;0,0;1,0;1,0;0,0
2085;BW 09;6,48;432,554;6,0;1,07;1,248818882015888;4,971812457857826;True;True;11,0;0,0;1,0;1,0;0,0
2086;BW 06;6,47;401,173;3,36;1,1;1,261084944050595;4,876967724084955;True;True;11,0;0,0;1,0;1,0;0,0
2087;BW 09;6,48;398,494;5,92;1,09;1,2491880254235606;5,03269462445311;True;True;11,0;0,0;1,0;1,0;0,0
2088;BW 06;6,48;495,221;5,5;0,89;1,251128588732078;5,07558170010659;True;True;11,0;0,0;1,0;1,0;0,0
2089;BW 08;6,48;468,978;3,67;0,97;1,2596353843624855;4,96593873293824;True;True;11,0;0,0;1,0;1,0;0,0
2090;BW 08;6,48;393,648;3,83;1,17;1,2588882063130635;5,086053160424588;True;True;11,0;0,0;1,0;1,0;0,0
2091;BW 06;6,48;370,234;5,49;1,23;1,2511748453446492;4,793664014503689;True;True;11,0;0,0;1,0;1,0;0,0
2092;BW 08;6,47;532,429;3,6;0,8;1,2599624844622441;5,238913160002699;True;True;11,0;0,0;1,0;1,0;0,0
2093;BW 05;6,57;555,995;4,3;0,88;1,2566972008569812;5,2142125361677385;True;True;11,0;0,0;1,0;1,0;0,0
2094;BW 06;6,47;468,339;5,48;1,0;1,2512211044213728;5,065635956154381;True;True;11,0;0,0;1,0;1,0;0,0
2095;BW 07;6,48;402,043;3,24;1,19;1,2616467414867016;4,796901899050794;True;True;11,0;0,0;1,0;1,0;0,0
2096;BW 07;6,47;376,737;3,45;1,05;1,2606638446773377;5,007674356868241;True;True;11,0;0,0;1,0;1,0;0,0
2097;BW 06;6,48;337,894;4,17;1,25;1,2573026547661483;4,922522802880489;True;True;11,0;0,0;1,0;1,0;0,0
2098;BW 06;6,48;444,632;4,41;0,9;1,256185231498971;4,830306749771875;True;True;11,0;0,0;1,0;1,0;0,0
2099;BW 09;6,48;411,512;3,95;1,11;1,2583282589086735;5,065119206822156;True;True;11,0;0,0;1,0;1,0;0,0
2100;BW 09;6,47;500,078;4,17;0,89;1,2573026547661483;5,174701225159202;True;True;11,0;0,0;1,0;1,0;0,0
2101;BW 06;6,48;402,019;4,16;1,19;1,2573492461026796;5,194939666255572;True;True;11,0;0,0;1,0;1,0;0,0
2102;BW 06;6,54;491,219;4,22;1,04;1,2570697365980055;5,06343001010492;True;True;11,0;0,0;1,0;1,0;0,0
2103;BW 07;6,48;452,065;3,73;0,98;1,2593551145436375;5,187608097943116;True;True;11,0;0,0;1,0;1,0;0,0
2104;BW 08;6,52;481,216;4,15;0,97;1,2573958400086607;5,073955202462384;True;True;11,0;0,0;1,0;1,0;0,0
2105;BW 06;6,48;365,937;4,11;1,17;1,2575822413426279;4,801833035537037;True;True;11,0;0,0;1,0;1,0;0,0
2106;BW 07;6,48;378,636;3,75;1,14;1,259261712100519;4,844339155049196;True;True;11,0;0,0;1,0;1,0;0,0
2107;BW 06;6,48;402,236;4,14;1,15;1,2574424364848684;4,993317792890867;True;True;11,0;0,0;1,0;1,0;0,0
2108;BW 06;6,48;467,024;4,32;0,91;1,2566040925227475;5,072890002298964;True;True;11,0;0,0;1,0;1,0;0,0
2109;BW 06;6,5;470,024;3,55;0,89;1,2601962057558524;4,815252573674432;True;True;11,0;0,0;1,0;1,0;0,0
2110;BW 08;6,47;336,623;3,44;1,32;1,2607106229897667;4,795715201401116;True;True;11,0;0,0;1,0;1,0;0,0
2111;BW 06;6,53;516,801;3,47;0,83;1,2605702959242007;5,189276109926609;True;True;11,0;0,0;1,0;1,0;0,0
2112;BW 06;6,49;427,173;4,71;0,85;1,2547905165904383;4,828518426552101;True;True;11,0;0,0;1,0;1,0;0,0
2113;BW 08;6,48;361,851;3,42;1,11;1,2608041874901628;4,987667191062286;True;True;11,0;0,0;1,0;1,0;0,0
2114;BW 07;6,49;521,83;2,99;0,79;1,2628183754029387;5,222664697844601;True;True;11,0;0,0;1,0;1,0;0,0
2115;BW 07;6,49;482,138;2,62;0,87;1,264555447017539;5,05324785490134;True;True;11,0;0,0;1,0;1,0;0,0
2116;BW 09;6,06;334,417;4,11;3,64;1,2575822413426279;5,013678610634258;False;True;11,0;1,0;0,0;1,0;0,0
2117;BW 08;6,5;505,182;4,9;0,84;1,2539083745123307;5,190196499647294;True;True;11,0;0,0;1,0;1,0;0,0
2118;BW 09;6,48;401,819;4,19;1,06;1,2572094797983233;5,013183191406924;True;True;11,0;0,0;1,0;1,0;0,0
2119;BW 05;6,48;524,142;5,64;0,78;1,2504812544401147;4,9337421193927815;True;True;11,0;0,0;1,0;1,0;0,0
2120;BW 05;6,48;452,988;5,81;1,06;1,2496958515532377;5,174311046192565;True;True;11,0;0,0;1,0;1,0;0,0
2121;BW 09;6,48;447,64;4,2;1,05;1,257162896165473;5,023208035607978;True;True;11,0;0,0;1,0;1,0;0,0
2122;BW 05;6,48;391,013;6,18;1,22;1,2479888756298587;4,8902133968063;True;True;11,0;0,0;1,0;1,0;0,0
2123;BW 06;6,48;371,423;4,26;1,07;1,2568834482341953;4,952233704287137;True;True;11,0;0,0;1,0;1,0;0,0
2124;BW 07;6,56;552,884;3,35;0,81;1,261131746014813;5,028488554043832;True;True;11,0;0,0;1,0;1,0;0,0
2125;BW 07;6,47;345,873;3,23;1,17;1,2616935750826042;4,827257850981738;True;True;11,0;0,0;1,0;1,0;0,0
2126;BW 07;6,62;455,654;3,16;0,94;1,2620214842420567;4,7569778255745705;True;True;11,0;0,0;1,0;1,0;0,0
2127;BW 09;6,47;321,109;4,06;1,24;1,2578153009159516;4,943368755385507;True;True;11,0;0,0;1,0;1,0;0,0
2128;BW 07;6,51;447,17;3,1;1,08;1,2623026524288317;4,868436467985609;True;True;11,0;0,0;1,0;1,0;0,0
2129;BW 06;3,87;352,508;4,54;20,36;1,2555805745125146;5,0009346135026025;False;False;11,0;1,0;0,0;0,0;1,0
2130;BW 07;6,48;518,512;3,03;0,85;1,262630802601648;5,121392444424207;True;True;11,0;0,0;1,0;1,0;0,0
2131;BW 07;6,48;370,742;3,07;1,13;1,2624432722974168;4,878718107362319;True;True;11,0;0,0;1,0;1,0;0,0
2132;BW 07;6,47;487,465;2,69;0,92;1,2642265308780563;5,1942883647167095;True;True;11,0;0,0;1,0;1,0;0,0
2133;BW 07;6,59;528,118;2,38;0,96;1,2656841605956464;5,095188886400458;True;True;11,0;0,0;1,0;1,0;0,0
2134;BW 08;6,48;318,62;3,73;1,31;1,2593551145436375;4,995848265528876;True;True;11,0;0,0;1,0;1,0;0,0
2135;BW 08;6,48;380,106;3,14;1,15;1,2621151963779917;5,029795312570003;True;True;11,0;0,0;1,0;1,0;0,0
2136;BW 06;6,48;401,17;4,41;1,18;1,256185231498971;5,132831180864059;True;True;11,0;0,0;1,0;1,0;0,0
2137;BW 06;6,48;428,922;3,88;1,13;1,2586548495585406;5,146283388750209;True;True;11,0;0,0;1,0;1,0;0,0
2138;BW 06;6,48;364,704;2,35;1,15;1,2658253591261495;4,8224116534764585;True;True;11,0;0,0;1,0;1,0;0,0
2139;BW 08;6,52;429,363;3,72;1,08;1,259401819668868;4,955539034247073;True;True;11,0;0,0;1,0;1,0;0,0
2140;BW 08;6,48;407,661;3,81;1,05;1,2589815671744953;5,116453761182905;True;True;11,0;0,0;1,0;1,0;0,0
2141;BW 08;6,02;284,667;3,49;3,87;1,2604767576615992;4,845896734543518;False;False;11,0;1,0;0,0;0,0;1,0
2142;BW 06;6,47;546,392;3,51;0,74;1,260383229883419;5,178924036100575;True;True;11,0;0,0;1,0;1,0;0,0
2143;BW 08;6,48;388,106;3,77;1,23;1,2591683200620611;5,136890981718854;True;True;11,0;0,0;1,0;1,0;0,0
2144;BW 08;6,48;427,025;3,52;1,09;1,2603364699240753;4,8760026802999255;True;True;11,0;0,0;1,0;1,0;0,0
2145;BW 09;6,48;411,42;5,39;0,98;1,2516375471316807;4,844614682777855;True;True;11,0;0,0;1,0;1,0;0,0
2146;BW 08;6,48;382,515;3,64;1,17;1,2597755544602862;4,956029180745114;True;True;11,0;0,0;1,0;1,0;0,0
2147;BW 06;3,99;345,939;6,34;18,93;1,2472517472922262;5,150815237082884;False;False;11,0;1,0;0,0;0,0;1,0
2148;BW 06;6,48;406,802;6,02;1,15;1,2487266204076868;4,921369268013342;True;True;11,0;0,0;1,0;1,0;0,0
2149;BW 06;6,48;526,01;2,46;0,76;1,265307750137642;5,226094231903894;True;True;11,0;0,0;1,0;1,0;0,0
2150;BW 06;6,47;419,542;2,73;1,05;1,2640386378112114;4,921192816400452;True;True;11,0;0,0;1,0;1,0;0,0
2151;BW 09;6,48;471,725;5,52;0,91;1,2510360828961666;5,166089758034908;True;True;11,0;0,0;1,0;1,0;0,0
2152;BW 09;6,48;387,996;5,63;1,15;1,2505274766393217;4,823044067354057;True;True;11,0;0,0;1,0;1,0;0,0
2153;BW 08;6,48;302,182;3,52;1,29;1,2603364699240753;4,775050243854793;True;True;11,0;0,0;1,0;1,0;0,0
2154;BW 06;6,47;447,798;3,8;0,98;1,2590282514996431;5,025691255926355;True;True;11,0;0,0;1,0;1,0;0,0
