Datum (Anlage);Zeit (Anlage);Identifier (Anlage);Wind Speed (avg);Rotor Speed [rpm] (avg);Active Power (avg);Nacelle Position (avg);Wind Direction (avg);Generator Speed [rpm] (avg);T Outside Nacelle Level (avg);Pitch Angle 1 (avg)
10.01.21;11:40:00;bw06;11,53;10,11;6202,583;243;254,37;1168,65;6,11;1,49
10.01.21;11:50:00;bw06;11,49;10,11;6373,709;245;244,45;1168,50;6,08;3,93
10.01.21;12:00:00;bw06;11,52;10,11;6374,704;244;245,20;1168,16;6,15;3,85
10.01.21;12:10:00;bw06;11,61;10,11;6378,719;244;243,32;1168,60;6,11;4,52
10.01.21;12:20:00;bw06;11,56;10,11;6371,081;244;244,10;1168,52;6,18;3,37
10.01.21;12:30:00;bw06;11,79;10,11;6376,997;244;248,03;1168,58;6,34;4,13
10.01.21;12:40:00;bw06;11,67;10,11;6369,301;244;249,57;1168,56;6,37;3,74
10.01.21;12:50:00;bw06;11,45;10,11;6359,223;246;253,31;1168,41;6,44;2,22
10.01.21;13:00:00;bw06;11,25;10,11;6297,468;249;245,29;1168,89;6,57;1,96
10.01.21;13:10:00;bw06;11,50;10,11;6355,002;249;244,15;1168,63;6,61;2,88
10.01.21;13:20:00;bw06;11,25;10,11;6354,942;249;248,26;1168,51;6,68;2,34
10.01.21;13:30:00;bw06;11,32;10,11;6295,594;249;252,52;1168,64;6,70;1,44
10.01.21;13:40:00;bw06;11,53;10,11;6298,003;249;251,15;1168,49;6,68;2,50
10.01.21;13:50:00;bw06;11,33;10,11;6155,664;256;257,24;1168,74;6,74;1,75
10.01.21;14:00:00;bw06;11,49;10,11;6347,633;257;267,93;1168,50;6,77;2,01
10.01.21;14:10:00;bw06;11,13;10,11;6132,251;258;259,79;1168,80;6,82;1,05
10.01.21;14:20:00;bw06;11,60;10,11;6346,414;257;257,55;1168,18;6,80;4,01
10.01.21;14:30:00;bw06;10,89;10,11;6138,763;257;254,66;1168,76;6,87;0,79
10.01.21;14:40:00;bw06;12,21;10,11;6375,861;258;269,82;1168,57;6,97;4,79
10.01.21;14:50:00;bw06;11,55;10,11;6168,574;266;271,21;1168,06;6,92;2,51
10.01.21;15:00:00;bw06;10,60;10,11;5338,419;266;272,78;1168,35;6,93;0,00
10.01.21;15:10:00;bw06;10,06;10,11;4972,807;271;270,62;1167,98;7,09;-0,02
10.01.21;15:20:00;bw06;9,74;10,11;4586,830;272;272,33;1168,17;7,14;-0,04
10.01.21;15:30:00;bw06;10,54;10,11;5384,291;272;277,54;1168,27;7,10;0,03
10.01.21;15:40:00;bw06;9,53;10,10;4278,161;272;271,77;1167,52;7,41;-0,04
10.01.21;15:50:00;bw06;10,29;10,11;5176,652;272;274,02;1168,59;7,42;-0,02
10.01.21;16:00:00;bw06;9,71;10,10;4660,632;272;271,29;1167,80;7,30;0,00
10.01.21;16:10:00;bw06;9,57;10,11;4337,704;268;269,17;1168,27;7,41;1,51
10.01.21;16:20:00;bw06;9,35;10,11;3944,971;270;272,24;1168,20;7,46;2,31
10.01.21;16:30:00;bw06;9,36;10,08;3935,157;271;279,65;1165,30;7,66;1,73
10.01.21;16:40:00;bw06;10,15;10,07;4320,417;282;290,07;1164,06;7,80;4,48
10.01.21;16:50:00;bw06;10,68;10,11;5903,122;284;280,71;1168,38;7,80;0,35
10.01.21;17:00:00;bw06;11,25;10,11;6248,515;285;298,06;1168,60;7,81;1,68
10.01.21;17:10:00;bw06;11,66;10,11;6380,187;293;291,68;1168,32;7,57;4,43
10.01.21;17:20:00;bw06;11,14;10,11;6353,023;293;296,49;1168,17;7,65;1,58
10.01.21;17:30:00;bw06;11,11;10,11;6172,328;295;306,28;1168,45;7,66;0,35
10.01.21;17:40:00;bw06;10,59;10,11;5801,923;300;302,70;1167,89;7,61;0,30
10.01.21;17:50:00;bw06;10,31;10,11;5454,996;305;309,01;1168,34;7,47;0,00
10.01.21;18:00:00;bw06;9,18;9,92;4098,337;307;309,95;1146,39;7,41;-0,03
10.01.21;18:10:00;bw06;8,63;9,13;2647,132;308;317,33;1055,20;7,28;-0,03
10.01.21;18:20:00;bw06;8,22;9,08;2864,344;311;313,47;1049,80;7,13;-0,03
10.01.21;18:30:00;bw06;8,08;8,62;2299,306;311;317,57;995,91;6,89;-0,03
10.01.21;18:40:00;bw06;8,70;9,76;3309,026;325;327,61;1127,71;6,92;-0,03
10.01.21;18:50:00;bw06;8,24;9,41;2906,675;327;326,58;1087,90;6,83;-0,01
10.01.21;19:00:00;bw06;7,78;8,82;2377,778;326;319,49;1019,38;6,94;0,00
10.01.21;19:10:00;bw06;6,87;7,88;1673,313;322;316,95;910,73;6,98;0,00
10.01.21;19:20:00;bw06;6,73;7,55;1457,603;315;311,96;873,04;6,95;0,00
10.01.21;19:30:00;bw06;6,38;7,15;1221,561;316;312,03;826,72;6,98;0,00
10.01.21;19:40:00;bw06;5,61;6,70;834,536;315;299,92;774,55;7,02;0,29
10.01.21;19:50:00;bw06;6,33;6,97;1108,375;310;290,81;805,91;6,81;0,01
10.01.21;20:00:00;bw06;6,22;6,86;1068,332;310;305,95;793,93;6,81;0,00
10.01.21;20:10:00;bw06;6,01;6,57;874,903;306;298,99;759,59;6,82;0,02
10.01.21;20:20:00;bw06;6,15;6,65;887,101;302;309,34;769,13;6,80;0,07
10.01.21;20:30:00;bw06;6,87;7,73;1621,738;307;299,76;894,36;6,82;0,00
10.01.21;20:40:00;bw06;7,19;7,88;1716,362;291;281,22;910,33;6,67;0,00
10.01.21;20:50:00;bw06;6,52;6,98;1127,729;288;299,52;806,75;6,71;0,00
10.01.21;21:00:00;bw06;5,89;6,58;864,971;291;277,87;760,41;6,76;0,04
10.01.21;21:10:00;bw06;6,19;6,95;1116,822;284;282,77;803,51;6,80;0,00
10.01.21;21:20:00;bw06;6,47;7,25;1313,474;284;281,40;838,89;6,79;0,00
10.01.21;21:30:00;bw06;5,93;6,86;971,778;284;277,32;792,77;6,79;0,17
10.01.21;21:40:00;bw06;7,10;7,64;1525,481;274;268,40;882,73;6,74;0,00
10.01.21;21:50:00;bw06;7,05;7,36;1347,620;270;277,47;851,30;6,80;0,00
10.01.21;22:00:00;bw06;6,58;7,25;1286,684;270;272,68;837,99;6,92;0,00
10.01.21;22:10:00;bw06;6,43;7,25;1283,975;270;268,71;838,89;6,92;0,00
10.01.21;22:20:00;bw06;6,06;6,77;1020,125;267;254,21;782,58;7,00;0,00
10.01.21;22:30:00;bw06;5,93;6,59;881,896;261;258,94;762,26;7,01;0,04
10.01.21;22:40:00;bw06;5,94;6,80;1017,814;261;251,32;786,10;7,07;0,02
10.01.21;22:50:00;bw06;6,42;7,36;1346,673;260;244,13;851,12;7,10;0,00
10.01.21;23:00:00;bw06;7,05;7,88;1764,924;253;249,01;911,32;7,13;0,00
10.01.21;23:10:00;bw06;8,47;9,52;3031,440;253;255,01;1100,42;7,21;0,00
10.01.21;23:20:00;bw06;8,75;9,95;3582,235;253;253,27;1149,48;7,16;0,00
10.01.21;23:30:00;bw06;8,09;9,36;2853,457;253;250,74;1081,08;7,20;0,00
10.01.21;23:40:00;bw06;8,10;9,14;2650,136;253;252,32;1055,60;7,28;0,00
10.01.21;23:50:00;bw06;8,15;9,37;2863,445;251;238,47;1082,22;7,40;0,00
11.01.21;00:00:00;bw06;9,08;9,82;3401,104;241;244,79;1135,35;7,37;0,00
11.01.21;00:10:00;bw06;8,46;9,56;3055,128;243;243,30;1105,33;7,40;0,00
11.01.21;00:20:00;bw06;8,40;9,71;3235,480;244;239,54;1122,45;7,44;0,00
11.01.21;00:30:00;bw06;8,94;9,79;3297,381;237;241,05;1132,06;7,47;0,00
11.01.21;00:40:00;bw06;8,84;9,90;3559,161;237;235,56;1144,41;7,50;0,00
11.01.21;00:50:00;bw06;10,20;10,11;5074,750;239;237,45;1168,95;7,49;0,34
11.01.21;01:00:00;bw06;12,00;10,11;6354,775;241;258,56;1169,06;7,48;3,15
11.01.21;01:10:00;bw06;13,00;10,11;6381,071;252;245,59;1168,80;7,58;8,14
11.01.21;01:20:00;bw06;13,10;10,11;6345,966;247;252,99;1167,99;7,52;7,55
11.01.21;01:30:00;bw06;12,25;10,11;6351,662;250;254,06;1167,87;7,43;5,61
11.01.21;01:40:00;bw06;11,96;10,11;6374,199;249;245,14;1168,20;7,39;5,18
11.01.21;01:50:00;bw06;12,06;10,11;6380,551;247;245,40;1168,12;7,31;5,54
11.01.21;02:00:00;bw06;11,93;10,11;6376,537;247;244,01;1168,45;7,39;4,84
11.01.21;02:10:00;bw06;12,13;10,11;6379,236;246;237,14;1168,23;7,38;5,38
11.01.21;02:20:00;bw06;12,38;10,11;6370,776;241;242,50;1168,66;7,34;6,14
11.01.21;02:30:00;bw06;12,85;10,11;6371,586;241;244,40;1168,20;7,35;7,12
11.01.21;02:40:00;bw06;12,65;10,11;6374,179;241;242,96;1168,88;7,31;6,89
11.01.21;02:50:00;bw06;12,74;10,11;6356,321;241;246,69;1168,30;7,36;6,59
11.01.21;03:00:00;bw06;12,49;10,11;6367,382;241;245,87;1168,67;7,28;6,51
11.01.21;03:10:00;bw06;13,06;10,11;6375,860;245;249,73;1168,60;7,40;7,95
11.01.21;03:20:00;bw06;12,48;10,11;6351,214;247;250,17;1168,45;7,41;6,79
11.01.21;03:30:00;bw06;11,90;10,11;5997,025;247;250,10;1168,58;7,40;5,90
11.01.21;03:40:00;bw06;12,00;10,11;5250,825;247;248,80;1168,78;7,40;7,60
11.01.21;03:50:00;bw06;12,71;10,11;5251,922;247;243,47;1168,77;7,38;9,18
11.01.21;04:00:00;bw06;13,34;10,11;5249,219;245;251,99;1168,37;7,41;9,69
11.01.21;04:10:00;bw06;12,69;10,11;5250,397;253;250,75;1168,35;7,50;9,13
11.01.21;04:20:00;bw06;12,55;10,11;5254,203;254;247,75;1169,00;7,50;9,01
11.01.21;04:30:00;bw06;13,95;10,11;5374,381;252;245,87;1168,53;7,47;11,18
11.01.21;04:40:00;bw06;13,77;10,11;5422,479;250;249,12;1168,23;7,46;10,97
11.01.21;04:50:00;bw06;13,59;10,11;5423,257;250;250,12;1168,32;7,50;10,54
11.01.21;05:00:00;bw06;13,68;10,11;5421,403;248;252,66;1168,14;7,56;10,52
11.01.21;05:10:00;bw06;13,80;10,11;5305,874;250;259,31;1167,82;7,60;10,93
11.01.21;05:20:00;bw06;13,01;10,11;5251,279;259;262,59;1168,14;7,71;9,86
11.01.21;05:30:00;bw06;13,96;10,11;5249,033;260;253,86;1168,21;7,74;11,48
11.01.21;05:40:00;bw06;13,26;10,11;5250,292;256;254,78;1168,27;7,70;10,47
11.01.21;05:50:00;bw06;14,05;10,11;5250,867;256;257,06;1168,51;7,63;11,92
11.01.21;06:00:00;bw06;14,32;10,11;4989,460;256;258,22;1168,60;7,52;12,74
11.01.21;06:10:00;bw06;13,72;10,11;4721,183;255;247,05;1168,12;7,50;12,47
11.01.21;06:20:00;bw06;13,16;10,11;4720,972;252;263,21;1168,42;7,52;11,23
11.01.21;06:30:00;bw06;13,13;10,11;4719,080;253;249,79;1168,41;7,58;10,91
11.01.21;06:40:00;bw06;12,91;10,11;4720,174;250;252,85;1168,44;7,51;10,51
11.01.21;06:50:00;bw06;12,93;10,11;4786,969;250;250,35;1168,42;7,47;10,89
11.01.21;07:00:00;bw06;13,43;10,11;4876,669;250;250,69;1168,62;7,42;11,72
11.01.21;07:10:00;bw06;13,31;10,11;4873,923;251;258,83;1167,83;7,45;11,04
11.01.21;07:20:00;bw06;13,73;10,11;4874,208;253;254,04;1168,20;7,49;11,49
11.01.21;07:30:00;bw06;13,74;10,11;4876,559;257;255,94;1168,13;7,54;11,47
11.01.21;07:40:00;bw06;13,31;10,11;4874,324;255;248,17;1167,77;7,61;10,99
11.01.21;07:50:00;bw06;12,94;10,11;4782,324;251;252,88;1168,24;7,68;10,57
11.01.21;08:00:00;bw06;13,84;10,11;4111,562;251;249,91;1168,58;7,65;12,66
11.01.21;08:10:00;bw06;13,23;10,11;3921,989;251;253,46;1168,05;7,59;11,84
11.01.21;08:20:00;bw06;12,89;10,11;3924,648;251;248,82;1168,27;7,70;11,44
11.01.21;08:30:00;bw06;12,00;10,11;3925,606;251;248,96;1168,35;7,70;10,36
11.01.21;08:40:00;bw06;12,51;10,11;3924,603;251;247,55;1168,69;7,76;11,18
11.01.21;08:50:00;bw06;12,66;10,11;3923,666;251;247,42;1168,30;7,80;11,55
11.01.21;09:00:00;bw06;13,54;10,11;3990,831;245;247,33;1168,37;7,83;12,13
11.01.21;09:10:00;bw06;13,19;10,11;4050,575;246;248,89;1168,22;7,82;11,28
11.01.21;09:20:00;bw06;12,87;10,11;4052,368;246;249,42;1167,96;7,86;11,06
11.01.21;09:30:00;bw06;13,17;10,11;3950,372;252;249,04;1168,04;7,92;11,75
11.01.21;09:40:00;bw06;14,59;10,11;3926,848;250;248,74;1168,66;7,88;13,63
11.01.21;09:50:00;bw06;14,10;10,11;3922,767;250;248,50;1167,49;7,92;13,15
11.01.21;10:00:00;bw06;13,97;10,11;3925,865;250;245,38;1168,47;7,93;13,06
11.01.21;10:10:00;bw06;13,71;10,11;3924,449;244;243,87;1167,93;7,89;12,35
11.01.21;10:20:00;bw06;14,86;10,11;3925,887;246;245,21;1169,08;7,88;14,08
11.01.21;10:30:00;bw06;15,18;10,11;3923,940;244;252,67;1168,13;7,85;14,42
11.01.21;10:40:00;bw06;14,36;10,11;3925,549;248;247,69;1168,51;7,89;13,39
11.01.21;10:50:00;bw06;14,31;10,11;3923,940;247;246,54;1167,98;7,87;13,55
11.01.21;11:00:00;bw06;13,98;10,11;3924,970;247;249,74;1168,25;7,80;13,01
11.01.21;11:10:00;bw06;14,25;10,11;3923,904;255;257,59;1168,09;7,90;13,23
11.01.21;11:20:00;bw06;13,72;10,11;3923,741;257;248,86;1168,22;8,09;12,78
11.01.21;11:30:00;bw06;15,14;10,11;3924,398;253;253,43;1167,97;8,00;14,87
11.01.21;11:40:00;bw06;16,61;10,11;3924,967;249;250,90;1168,61;7,91;16,18
11.01.21;11:50:00;bw06;15,26;10,11;4000,580;250;248,91;1167,68;7,82;14,69
11.01.21;12:00:00;bw06;15,15;10,11;4051,845;250;243,13;1167,80;7,89;14,15
11.01.21;12:10:00;bw06;15,19;10,11;4052,537;250;252,13;1168,36;7,77;14,28
11.01.21;12:20:00;bw06;14,61;10,11;4052,600;250;252,83;1168,21;7,80;13,53
11.01.21;12:30:00;bw06;16,11;10,11;4050,724;249;251,12;1167,72;7,81;15,15
11.01.21;12:40:00;bw06;15,71;10,11;4051,828;249;249,38;1167,98;7,74;14,98
11.01.21;12:50:00;bw06;15,26;10,11;4053,073;249;251,20;1167,95;7,82;14,72
11.01.21;13:00:00;bw06;15,96;10,11;4052,223;249;249,55;1168,52;7,86;15,61
11.01.21;13:10:00;bw06;16,40;10,11;4049,210;249;249,42;1167,71;7,80;15,91
11.01.21;13:20:00;bw06;16,26;10,12;3928,801;249;249,68;1168,78;7,81;15,57
11.01.21;13:30:00;bw06;17,05;10,11;3925,021;249;248,82;1167,75;7,83;16,69
11.01.21;13:40:00;bw06;16,34;10,11;3923,776;249;245,92;1168,10;7,87;16,10
11.01.21;13:50:00;bw06;16,63;10,11;3922,406;249;244,82;1168,04;7,87;16,30
11.01.21;14:00:00;bw06;16,35;10,11;3922,913;249;247,09;1167,82;7,87;15,98
11.01.21;14:10:00;bw06;16,51;10,11;3927,701;249;251,55;1167,80;7,83;16,03
11.01.21;14:20:00;bw06;17,85;10,11;4055,639;249;248,95;1168,58;7,60;17,34
11.01.21;14:30:00;bw06;16,29;10,11;4099,428;249;247,86;1167,71;7,78;15,79
11.01.21;14:40:00;bw06;17,22;10,11;4055,894;249;246,62;1168,63;7,83;16,87
11.01.21;14:50:00;bw06;16,87;10,11;4050,418;247;243,09;1167,79;7,85;16,45
11.01.21;15:00:00;bw06;16,59;10,11;4053,456;247;251,51;1168,02;7,83;16,18
11.01.21;15:10:00;bw06;16,43;10,11;4053,367;247;245,46;1168,23;7,86;15,72
11.01.21;15:20:00;bw06;16,88;10,11;4036,404;245;249,47;1168,11;7,80;16,26
11.01.21;15:30:00;bw06;16,45;10,11;3922,964;246;250,32;1167,68;7,83;15,63
11.01.21;15:40:00;bw06;16,89;10,12;3926,304;247;251,48;1168,78;7,82;16,46
11.01.21;15:50:00;bw06;17,05;10,11;4041,344;248;250,69;1167,82;7,84;16,70
11.01.21;16:00:00;bw06;17,53;10,11;4051,023;248;253,92;1168,41;7,80;17,00
11.01.21;16:10:00;bw06;17,39;10,11;4048,512;248;256,06;1167,63;7,82;16,56
11.01.21;16:20:00;bw06;15,93;10,11;4051,218;254;248,04;1168,18;7,86;15,34
11.01.21;16:30:00;bw06;16,20;10,11;4051,038;249;252,18;1168,21;7,75;15,64
11.01.21;16:40:00;bw06;15,34;10,11;4052,058;249;249,43;1168,25;7,77;14,76
11.01.21;16:50:00;bw06;16,85;10,11;4052,228;249;251,30;1168,16;7,80;16,57
11.01.21;17:00:00;bw06;16,32;10,11;4050,302;249;250,05;1167,89;7,83;15,87
11.01.21;17:10:00;bw06;16,78;10,11;3969,807;249;251,21;1168,21;7,83;16,31
11.01.21;17:20:00;bw06;17,41;10,11;3924,026;249;255,14;1168,49;7,83;16,69
11.01.21;17:30:00;bw06;17,33;10,11;3924,390;249;252,16;1168,12;7,86;16,95
11.01.21;17:40:00;bw06;16,60;10,11;3923,660;249;246,43;1168,51;7,97;16,24
11.01.21;17:50:00;bw06;17,59;10,11;3920,937;246;243,51;1167,64;7,87;17,20
11.01.21;18:00:00;bw06;17,88;10,11;3925,509;244;249,51;1168,73;7,73;17,47
11.01.21;18:10:00;bw06;17,70;10,11;3922,677;246;243,72;1167,85;7,64;17,19
11.01.21;18:20:00;bw06;17,77;10,11;3923,440;244;247,59;1168,32;7,51;17,25
11.01.21;18:30:00;bw06;18,53;10,11;3921,893;244;248,60;1168,31;7,33;18,16
11.01.21;18:40:00;bw06;18,65;10,11;3922,818;244;248,49;1167,93;7,44;18,29
11.01.21;18:50:00;bw06;18,02;10,11;4047,690;244;246,43;1168,57;7,66;17,70
11.01.21;19:00:00;bw06;18,17;10,11;4049,134;244;248,10;1167,81;7,54;17,56
11.01.21;19:10:00;bw06;18,08;10,11;4050,111;244;246,39;1168,19;7,35;17,59
11.01.21;19:20:00;bw06;18,16;10,11;4053,065;244;245,45;1168,54;7,39;17,86
11.01.21;19:30:00;bw06;18,56;10,11;3925,662;244;246,19;1167,63;7,39;18,38
11.01.21;19:40:00;bw06;18,64;10,11;3924,061;244;247,78;1168,47;7,40;18,27
11.01.21;19:50:00;bw06;18,33;10,11;3922,854;244;247,94;1168,19;7,44;18,18
11.01.21;20:00:00;bw06;18,92;10,11;3923,367;244;249,14;1168,29;7,70;18,71
11.01.21;20:10:00;bw06;19,00;10,11;3924,361;244;249,24;1168,70;7,86;18,67
11.01.21;20:20:00;bw06;20,06;10,11;3922,575;244;248,36;1168,43;7,93;19,75
11.01.21;20:30:00;bw06;20,00;10,11;3921,991;244;249,56;1167,92;7,89;19,57
11.01.21;20:40:00;bw06;19,67;10,11;3923,445;244;248,52;1168,15;7,83;19,27
11.01.21;20:50:00;bw06;19,20;10,11;3921,405;247;245,79;1167,79;7,72;18,57
11.01.21;21:00:00;bw06;19,78;10,11;3926,836;246;246,55;1168,77;7,71;19,71
11.01.21;21:10:00;bw06;19,93;10,11;3924,104;246;245,69;1168,30;7,75;19,83
11.01.21;21:20:00;bw06;19,14;10,10;3918,511;246;244,73;1167,64;7,87;19,04
11.01.21;21:30:00;bw06;17,74;10,11;3981,317;246;247,93;1168,10;7,95;17,48
11.01.21;21:40:00;bw06;18,64;10,11;4053,502;246;247,05;1168,72;7,99;18,41
11.01.21;21:50:00;bw06;18,46;10,11;4051,826;246;250,96;1168,03;7,90;18,12
11.01.21;22:00:00;bw06;18,77;10,11;4050,998;246;248,34;1168,29;7,89;18,49
11.01.21;22:10:00;bw06;19,87;10,11;4051,458;247;257,19;1168,75;7,89;19,22
11.01.21;22:20:00;bw06;17,42;10,11;4052,524;252;251,50;1168,12;7,90;17,02
11.01.21;22:30:00;bw06;18,54;10,11;4785,518;252;251,95;1167,91;7,95;17,97
11.01.21;22:40:00;bw06;18,00;10,11;4873,180;252;257,19;1168,22;8,11;16,77
11.01.21;22:50:00;bw06;18,47;10,12;4875,420;252;261,87;1169,08;8,29;17,22
11.01.21;23:00:00;bw06;18,70;10,11;4867,337;262;253,53;1168,19;8,50;17,87
11.01.21;23:10:00;bw06;19,22;10,11;4874,960;258;257,61;1168,47;8,42;18,76
11.01.21;23:20:00;bw06;19,52;10,11;4911,254;258;257,38;1167,78;8,45;18,73
11.01.21;23:30:00;bw06;18,41;10,11;5037,260;258;260,74;1168,38;8,51;17,31
11.01.21;23:40:00;bw06;17,89;10,11;5038,433;258;258,12;1168,63;8,57;17,18
11.01.21;23:50:00;bw06;17,87;10,11;5036,103;258;260,62;1168,09;8,60;16,86
12.01.21;00:00:00;bw06;18,75;10,11;5037,513;258;260,63;1168,58;8,57;17,76
12.01.21;00:10:00;bw06;18,33;10,11;5022,107;258;262,45;1167,89;8,47;17,27
12.01.21;00:20:00;bw06;18,31;10,11;4874,790;258;262,59;1168,40;8,43;17,34
12.01.21;00:30:00;bw06;17,75;10,11;4871,490;258;262,47;1168,15;8,40;16,63
12.01.21;00:40:00;bw06;17,80;10,11;4875,189;258;263,94;1168,41;8,27;16,60
12.01.21;00:50:00;bw06;16,91;10,11;4873,679;258;264,93;1168,13;8,20;15,25
12.01.21;01:00:00;bw06;16,65;10,11;4874,296;258;263,50;1168,23;8,19;15,15
12.01.21;01:10:00;bw06;16,80;10,11;4873,840;259;265,93;1168,25;8,20;15,42
12.01.21;01:20:00;bw06;16,49;10,11;4871,708;262;265,61;1168,01;8,20;15,13
12.01.21;01:30:00;bw06;16,12;9,93;5153,633;268;311,54;1147,27;8,15;13,25
12.01.21;01:40:00;bw06;10,10;9,93;4343,081;331;340,79;1147,23;6,90;0,80
12.01.21;01:50:00;bw06;8,92;9,79;3389,863;334;337,51;1130,97;6,93;-0,01
12.01.21;02:00:00;bw06;8,19;8,89;2474,156;339;341,19;1027,94;6,99;-0,01
12.01.21;02:10:00;bw06;8,36;9,32;2834,690;340;327,13;1077,50;6,72;-0,01
12.01.21;02:20:00;bw06;8,52;9,39;2916,825;332;333,86;1085,46;6,46;-0,01
12.01.21;02:30:00;bw06;8,19;9,28;2799,843;332;327,96;1072,64;6,40;-0,01
12.01.21;02:40:00;bw06;8,85;9,63;3139,121;328;323,55;1112,68;6,21;0,01
12.01.21;02:50:00;bw06;8,03;8,82;2397,201;324;326,17;1019,23;6,26;0,01
12.01.21;03:00:00;bw06;7,24;8,05;1784,788;324;310,70;930,25;6,33;0,01
12.01.21;03:10:00;bw06;7,90;8,50;2212,300;321;336,93;982,59;6,41;0,01
12.01.21;03:20:00;bw06;9,64;10,03;4264,530;336;341,71;1159,29;6,20;0,02
12.01.21;03:30:00;bw06;10,83;10,10;5722,234;341;342,28;1167,65;5,77;0,73
12.01.21;03:40:00;bw06;8,51;9,29;2842,611;347;355,67;1073,47;6,11;-0,01
12.01.21;03:50:00;bw06;8,59;9,51;3008,699;347;342,53;1098,65;6,17;-0,01
12.01.21;04:00:00;bw06;8,46;9,56;3067,762;354;353,10;1104,73;6,03;-0,01
12.01.21;04:10:00;bw06;7,80;8,82;2380,171;354;350,50;1019,19;6,05;-0,01
12.01.21;04:20:00;bw06;7,46;8,20;1910,744;354;354,81;948,14;6,16;-0,01
12.01.21;04:30:00;bw06;7,13;7,81;1644,735;358;0,92;902,55;6,10;0,05
12.01.21;04:40:00;bw06;7,87;8,58;2280,499;354;2,55;991,09;6,05;0,00
12.01.21;04:50:00;bw06;6,66;7,07;1160,146;360;7,34;818,00;6,24;0,06
12.01.21;05:00:00;bw06;7,90;8,51;2373,096;9;10,41;984,28;6,17;0,00
12.01.21;05:10:00;bw06;6,64;7,40;1371,221;14;14,72;855,93;6,39;-0,04
12.01.21;05:20:00;bw06;6,31;6,86;1022,840;360;348,99;793,65;6,60;0,08
12.01.21;05:30:00;bw06;6,50;7,15;1172,318;353;358,18;827,06;6,67;0,15
12.01.21;05:40:00;bw06;7,08;7,79;1624,795;351;356,66;900,37;6,74;0,00
12.01.21;05:50:00;bw06;8,37;9,16;2696,763;354;351,69;1059,35;6,80;0,00
12.01.21;06:00:00;bw06;8,31;9,29;2916,818;353;353,04;1074,28;6,79;0,00
12.01.21;06:10:00;bw06;9,06;9,58;3939,826;357;355,38;1107,87;6,54;-0,01
12.01.21;06:20:00;bw06;8,50;9,13;3250,536;354;352,37;1055,02;6,24;-0,04
12.01.21;06:30:00;bw06;7,89;8,54;2243,895;354;351,78;987,66;6,36;-0,02
12.01.21;06:40:00;bw06;9,58;10,01;4577,111;353;350,26;1156,80;6,11;-0,03
12.01.21;06:50:00;bw06;8,25;9,12;2716,742;347;341,87;1053,28;6,12;-0,06
12.01.21;07:00:00;bw06;7,39;8,16;1889,738;345;339,68;942,73;6,30;-0,06
12.01.21;07:10:00;bw06;7,79;8,30;2104,378;344;343,20;959,69;6,49;-0,06
12.01.21;07:20:00;bw06;9,44;10,07;3992,309;344;357,61;1163,59;6,51;-0,06
12.01.21;07:30:00;bw06;8,33;9,37;2919,858;342;342,35;1082,78;6,55;-0,04
12.01.21;07:40:00;bw06;7,91;8,83;2407,260;340;331,74;1020,06;6,60;-0,02
12.01.21;07:50:00;bw06;8,38;9,35;2870,443;336;333,17;1080,42;6,61;-0,02
12.01.21;08:00:00;bw06;9,51;9,86;4137,710;333;335,63;1139,56;6,51;0,14
12.01.21;08:10:00;bw06;8,74;9,13;3371,203;332;331,67;1055,04;6,21;0,16
12.01.21;08:20:00;bw06;10,04;9,97;4961,057;330;316,68;1152,12;6,65;0,51
12.01.21;08:30:00;bw06;8,83;3,17;1810,294;315;320,16;363,77;6,31;61,69
12.01.21;08:40:00;bw06;8,04;0,00;-23,656;314;319,79;2,17;6,18;89,98
12.01.21;08:50:00;bw06;10,07;6,36;2550,760;314;315,68;738,96;6,67;22,64
12.01.21;09:00:00;bw06;11,17;10,11;6144,380;315;321,09;1168,95;6,55;2,14
12.01.21;09:10:00;bw06;10,57;10,10;5704,780;313;310,61;1167,86;6,41;0,64
12.01.21;09:20:00;bw06;9,70;10,09;4562,246;314;320,07;1166,61;6,43;-0,02
12.01.21;09:30:00;bw06;10,65;10,11;5723,693;314;317,08;1168,31;6,69;0,16
12.01.21;09:40:00;bw06;10,63;10,11;5900,388;312;302,60;1167,82;6,80;0,29
12.01.21;09:50:00;bw06;10,63;10,11;5682,869;313;302,74;1168,46;7,04;0,15
12.01.21;10:00:00;bw06;10,53;10,11;5463,207;305;308,52;1167,90;7,07;0,17
12.01.21;10:10:00;bw06;11,76;10,12;5817,140;307;306,62;1169,26;6,91;3,65
12.01.21;10:20:00;bw06;11,64;10,10;5814,238;303;304,92;1166,80;5,89;3,04
12.01.21;10:30:00;bw06;9,76;10,08;4257,461;302;300,03;1164,98;6,16;-0,02
12.01.21;10:40:00;bw06;11,36;10,12;6069,066;297;290,92;1169,25;7,11;3,38
12.01.21;10:50:00;bw06;13,44;10,11;6382,839;297;298,03;1168,76;7,16;9,10
12.01.21;11:00:00;bw06;12,84;10,10;6352,561;304;306,41;1167,85;6,73;8,56
12.01.21;11:10:00;bw06;12,45;10,11;6378,855;305;308,30;1168,66;7,31;7,01
12.01.21;11:20:00;bw06;14,56;10,11;6379,742;315;318,11;1168,80;6,49;11,23
12.01.21;11:30:00;bw06;13,14;10,11;6379,271;309;305,95;1168,21;5,92;8,15
12.01.21;11:40:00;bw06;12,72;10,11;6377,792;311;312,25;1168,07;6,29;7,73
