Datum (Anlage);Zeit (Anlage);Identifier (Anlage);Wind Speed (avg);Rotor Speed [rpm] (avg);Active Power (avg);Nacelle Position (avg);Wind Direction (avg);Generator Speed [rpm] (avg);T Outside Nacelle Level (avg);Pitch Angle 1 (avg)
07.01.21;18:30:00;se600216;4,15;6,47;164,209;43;48,78;747,62;4,55;1,50
07.01.21;18:40:00;se600216;4,72;6,48;296,567;47;57,28;748,31;4,62;1,24
07.01.21;18:50:00;se600216;4,55;6,47;221,724;51;57,52;747,42;4,57;1,49
07.01.21;19:00:00;se600216;4,43;6,48;277,848;51;53,08;748,27;4,57;1,33
07.01.21;19:10:00;se600216;4,94;6,47;387,721;42;30,86;747,65;4,30;1,24
07.01.21;19:20:00;se600216;3,91;6,47;136,551;39;37,39;747,54;4,34;1,45
07.01.21;19:30:00;se600216;3,59;6,48;49,117;29;28,38;747,76;4,39;1,50
07.01.21;19:40:00;se600216;3,22;6,48;4,529;24;11,19;747,89;4,37;1,50
07.01.21;19:50:00;se600216;4,11;6,48;244,675;17;17,21;748,03;4,20;1,32
07.01.21;20:00:00;se600216;4,33;6,47;278,720;25;35,11;747,56;4,29;1,32
07.01.21;20:10:00;se600216;4,45;6,48;249,763;43;49,72;748,14;4,46;1,42
07.01.21;20:20:00;se600216;4,97;6,48;403,227;40;37,76;747,74;4,55;1,18
07.01.21;20:30:00;se600216;4,72;6,48;340,724;44;52,11;747,80;4,52;1,38
07.01.21;20:40:00;se600216;3,74;6,48;125,759;48;46,84;747,71;4,46;1,50
07.01.21;20:50:00;se600216;3,89;6,48;105,144;44;32,49;747,68;4,29;1,52
07.01.21;21:00:00;se600216;3,36;5,48;63,834;44;47,21;630,36;4,37;9,60
07.01.21;21:10:00;se600216;2,62;0,64;-10,435;47;44,09;73,19;4,53;45,00
07.01.21;21:20:00;se600216;4,42;2,55;87,450;37;29,80;296,90;4,38;30,31
07.01.21;21:30:00;se600216;4,35;6,48;265,371;43;29,29;747,70;4,23;1,45
07.01.21;21:40:00;se600216;3,83;6,47;114,973;38;43,43;747,56;4,52;1,51
07.01.21;21:50:00;se600216;5,10;6,50;499,371;42;44,74;750,18;4,75;0,71
07.01.21;22:00:00;se600216;5,47;6,48;636,018;41;54,89;748,85;4,66;0,48
07.01.21;22:10:00;se600216;5,54;6,49;662,039;42;63,71;749,64;4,41;0,39
07.01.21;22:20:00;se600216;5,21;6,56;561,808;50;47,51;757,36;4,47;0,87
07.01.21;22:30:00;se600216;5,42;6,47;582,401;50;54,48;747,58;4,21;0,62
07.01.21;22:40:00;se600216;4,31;6,48;154,637;50;46,53;748,00;4,45;1,47
07.01.21;22:50:00;se600216;4,79;6,47;321,571;52;59,18;747,61;4,51;1,32
07.01.21;23:00:00;se600216;4,80;6,49;413,996;52;37,34;749,91;4,52;0,98
07.01.21;23:10:00;se600216;4,11;6,48;191,892;47;38,68;747,95;4,61;1,38
07.01.21;23:20:00;se600216;5,30;6,48;573,656;47;40,06;748,23;4,63;0,73
07.01.21;23:30:00;se600216;5,57;6,49;754,723;47;42,23;750,02;4,57;0,19
07.01.21;23:40:00;se600216;5,32;6,53;552,711;47;54,43;753,74;4,50;0,87
07.01.21;23:50:00;se600216;6,00;6,62;840,148;49;55,46;765,02;4,38;0,25
08.01.21;00:00:00;se600216;5,22;6,48;487,170;58;61,89;747,78;4,32;0,94
08.01.21;00:10:00;se600216;5,82;6,73;759,428;57;51,00;777,25;4,51;0,63
08.01.21;00:20:00;se600216;5,64;6,62;808,896;52;44,92;763,78;4,32;0,27
08.01.21;00:30:00;se600216;5,22;6,48;494,829;52;54,35;747,94;4,48;0,85
08.01.21;00:40:00;se600216;5,30;6,56;556,527;52;48,64;757,51;4,53;0,85
08.01.21;00:50:00;se600216;5,77;6,56;750,026;52;38,41;757,33;4,33;0,36
08.01.21;01:00:00;se600216;5,16;6,50;469,371;47;64,13;750,93;4,45;0,96
08.01.21;01:10:00;se600216;5,11;6,48;387,018;51;53,11;747,84;4,48;1,14
08.01.21;01:20:00;se600216;5,76;6,56;717,635;53;48,97;757,58;4,50;0,42
08.01.21;01:30:00;se600216;6,03;6,57;815,158;50;52,17;758,38;4,33;0,18
08.01.21;01:40:00;se600216;4,83;6,47;386,994;50;43,51;747,56;4,21;1,22
08.01.21;01:50:00;se600216;4,85;6,49;404,866;50;45,95;749,35;4,29;1,12
08.01.21;02:00:00;se600216;5,02;6,47;380,630;51;55,64;747,30;4,29;1,06
08.01.21;02:10:00;se600216;6,21;6,67;798,343;45;51,62;770,27;4,23;0,36
08.01.21;02:20:00;se600216;5,74;6,61;824,776;48;41,51;763,11;4,20;0,28
08.01.21;02:30:00;se600216;5,37;6,52;588,653;44;37,16;753,30;4,13;0,72
08.01.21;02:40:00;se600216;5,23;6,50;523,812;49;53,66;750,51;4,25;0,80
08.01.21;02:50:00;se600216;6,26;6,67;935,606;50;53,81;770,31;4,14;0,07
08.01.21;03:00:00;se600216;4,66;6,48;366,344;50;49,05;747,89;4,19;1,23
08.01.21;03:10:00;se600216;5,17;6,48;456,004;50;46,19;747,98;4,33;1,01
08.01.21;03:20:00;se600216;5,16;6,48;439,842;47;35,00;747,76;4,35;1,05
08.01.21;03:30:00;se600216;6,28;6,65;872,112;45;57,52;767,93;4,07;0,15
08.01.21;03:40:00;se600216;5,78;6,51;714,649;53;56,34;751,98;4,12;0,31
08.01.21;03:50:00;se600216;5,87;6,56;762,202;53;55,98;757,40;3,94;0,30
08.01.21;04:00:00;se600216;5,65;6,49;662,096;46;33,33;749,16;4,06;0,41
08.01.21;04:10:00;se600216;4,95;6,48;413,154;36;41,62;747,90;4,17;1,17
08.01.21;04:20:00;se600216;5,49;6,50;607,524;37;48,09;750,64;4,19;0,63
08.01.21;04:30:00;se600216;6,56;7,00;1140,409;47;57,08;808,82;4,16;0,02
08.01.21;04:40:00;se600216;5,57;6,49;590,876;53;45,67;749,40;3,82;0,68
08.01.21;04:50:00;se600216;4,92;6,47;375,733;49;31,33;747,59;3,94;1,23
08.01.21;05:00:00;se600216;4,78;6,48;372,871;45;62,58;748,11;4,18;1,16
08.01.21;05:10:00;se600216;5,11;6,52;447,202;59;46,47;752,37;4,19;1,09
08.01.21;05:20:00;se600216;5,39;6,48;587,976;54;43,46;747,88;3,95;0,58
08.01.21;05:30:00;se600216;4,79;6,48;363,388;54;54,00;747,80;4,09;1,27
08.01.21;05:40:00;se600216;5,55;6,53;623,164;56;67,63;754,29;3,91;0,67
08.01.21;05:50:00;se600216;4,81;6,48;379,882;61;52,01;747,97;3,99;1,25
08.01.21;06:00:00;se600216;5,55;6,49;622,669;48;48,79;748,98;4,19;0,53
08.01.21;06:10:00;se600216;5,51;6,48;505,231;51;57,02;748,11;4,20;0,90
08.01.21;06:20:00;se600216;4,43;6,48;186,376;49;52,24;747,72;4,29;1,48
08.01.21;06:30:00;se600216;5,48;6,49;608,350;30;26,32;748,83;4,20;0,64
08.01.21;06:40:00;se600216;5,60;6,49;616,864;29;47,46;749,43;4,31;0,60
08.01.21;06:50:00;se600216;5,07;6,48;517,791;40;38,78;748,27;4,45;0,86
08.01.21;07:00:00;se600216;4,65;6,49;357,763;58;55,38;749,47;4,50;1,20
08.01.21;07:10:00;se600216;4,47;6,48;310,020;52;23,97;747,77;4,39;1,23
08.01.21;07:20:00;se600216;3,83;6,49;106,887;39;34,44;749,36;4,62;1,39
08.01.21;07:30:00;se600216;7,08;7,66;1556,151;30;29,56;884,87;4,68;0,00
08.01.21;07:40:00;se600216;7,21;7,71;1584,556;31;31,23;889,84;4,64;0,00
08.01.21;07:50:00;se600216;5,72;6,56;719,145;34;31,88;757,07;4,38;0,37
08.01.21;08:00:00;se600216;5,75;6,56;712,762;35;36,72;757,77;4,58;0,46
08.01.21;08:10:00;se600216;5,41;6,49;592,685;39;42,62;749,27;4,78;0,60
08.01.21;08:20:00;se600216;5,37;6,51;628,430;39;41,03;751,49;4,70;0,60
08.01.21;08:30:00;se600216;5,39;6,49;613,678;39;39,36;749,84;4,78;0,61
08.01.21;08:40:00;se600216;4,95;6,48;451,754;39;31,80;747,87;4,96;0,96
08.01.21;08:50:00;se600216;5,19;6,48;501,352;18;13,56;747,86;4,86;0,83
08.01.21;09:00:00;se600216;5,39;6,50;592,420;48;46,27;750,17;5,08;0,63
08.01.21;09:10:00;se600216;5,32;6,49;595,863;48;41,71;749,73;5,27;0,62
08.01.21;09:20:00;se600216;5,85;6,57;836,105;44;29,73;758,23;5,22;0,10
08.01.21;09:30:00;se600216;5,20;6,58;576,478;37;31,68;760,39;5,24;0,81
08.01.21;09:40:00;se600216;6,18;6,88;1046,253;32;21,76;794,02;5,29;0,05
08.01.21;09:50:00;se600216;6,32;6,97;1101,783;32;34,59;804,55;5,32;0,05
08.01.21;10:00:00;se600216;6,26;6,75;987,749;32;36,36;779,20;5,38;0,00
08.01.21;10:10:00;se600216;6,43;7,00;1145,842;36;31,64;808,81;5,49;0,00
08.01.21;10:20:00;se600216;6,32;7,02;1132,158;32;30,77;810,90;5,60;0,07
08.01.21;10:30:00;se600216;6,09;6,85;1023,872;32;28,35;791,66;5,59;0,11
08.01.21;10:40:00;se600216;6,62;7,23;1288,722;32;27,17;835,26;5,83;0,00
08.01.21;10:50:00;se600216;6,32;6,93;1103,855;28;24,22;799,90;5,87;0,00
08.01.21;11:00:00;se600216;6,41;6,97;1099,572;24;17,74;804,69;5,61;0,03
08.01.21;11:10:00;se600216;6,69;7,24;1296,486;20;20,50;835,98;5,62;0,00
08.01.21;11:20:00;se600216;7,03;7,82;1645,770;25;29,20;903,17;5,64;0,00
08.01.21;11:30:00;se600216;6,50;7,12;1223,112;31;28,39;822,48;5,66;0,00
08.01.21;11:40:00;se600216;6,50;7,20;1259,392;31;27,58;831,57;5,69;0,00
08.01.21;11:50:00;se600216;6,40;6,91;1097,375;28;9,88;797,70;5,70;0,00
08.01.21;12:00:00;se600216;6,21;6,78;1003,346;16;24,33;782,88;5,70;0,03
08.01.21;12:10:00;se600216;5,59;6,63;711,201;19;41,62;765,82;5,73;0,56
08.01.21;12:20:00;se600216;5,42;6,52;679,324;33;23,03;752,83;5,75;0,48
08.01.21;12:30:00;se600216;6,23;6,83;996,753;19;23,59;788,68;5,70;0,10
08.01.21;12:40:00;se600216;5,88;6,63;864,988;23;13,65;765,69;5,69;0,12
08.01.21;12:50:00;se600216;6,24;6,95;1048,686;14;11,53;802,25;5,61;0,16
08.01.21;13:00:00;se600216;6,10;6,75;894,892;12;17,76;779,83;5,67;0,25
08.01.21;13:10:00;se600216;6,74;7,31;1328,055;14;20,75;844,22;5,68;0,00
08.01.21;13:20:00;se600216;6,12;6,95;1077,617;20;16,07;802,44;5,70;0,05
08.01.21;13:30:00;se600216;6,72;7,31;1321,983;19;26,13;843,95;5,62;0,00
08.01.21;13:40:00;se600216;6,44;6,82;1041,734;25;46,54;787,75;5,61;0,01
08.01.21;13:50:00;se600216;5,53;6,51;665,254;42;33,63;751,51;5,24;0,39
08.01.21;14:00:00;se600216;4,49;6,48;270,565;41;23,62;747,95;5,30;1,46
08.01.21;14:10:00;se600216;4,79;6,50;386,310;30;21,56;750,13;5,51;1,17
08.01.21;14:20:00;se600216;5,84;6,61;789,059;19;11,99;763,36;5,67;0,32
08.01.21;14:30:00;se600216;5,66;6,58;751,215;15;5,56;760,23;5,69;0,39
08.01.21;14:40:00;se600216;5,41;6,51;589,479;1;5,78;751,95;5,68;0,71
08.01.21;14:50:00;se600216;5,53;6,49;645,253;4;19,48;749,78;5,69;0,47
08.01.21;15:00:00;se600216;5,09;6,48;479,476;19;7,71;747,78;5,69;0,86
08.01.21;15:10:00;se600216;5,54;6,53;596,189;13;10,37;753,80;5,70;0,67
08.01.21;15:20:00;se600216;6,94;7,60;1486,206;16;12,16;877,94;5,66;0,12
08.01.21;15:30:00;se600216;6,50;7,05;1104,397;13;18,24;814,10;5,69;0,18
08.01.21;15:40:00;se600216;5,91;6,74;868,450;18;10,26;778,15;5,76;0,32
08.01.21;15:50:00;se600216;6,21;6,97;1041,208;18;17,70;804,72;5,73;0,21
08.01.21;16:00:00;se600216;6,82;7,33;1345,007;27;35,09;846,37;5,55;0,00
08.01.21;16:10:00;se600216;6,06;6,66;927,063;29;28,00;769,15;5,55;0,02
08.01.21;16:20:00;se600216;5,71;6,57;821,291;29;23,20;758,15;5,68;0,17
08.01.21;16:30:00;se600216;5,79;6,62;903,962;25;14,30;764,79;5,51;0,02
08.01.21;16:40:00;se600216;5,99;6,70;932,283;20;12,76;773,28;5,53;0,08
08.01.21;16:50:00;se600216;6,32;6,95;1073,927;19;12,46;803,05;5,60;0,11
08.01.21;17:00:00;se600216;6,95;7,62;1499,928;16;21,40;880,31;5,59;0,09
08.01.21;17:10:00;se600216;6,57;7,21;1263,686;19;358,37;832,69;5,62;0,00
08.01.21;17:20:00;se600216;5,91;6,68;815,456;9;1,55;770,95;5,71;0,36
08.01.21;17:30:00;se600216;5,88;6,64;812,167;8;358,94;766,44;5,73;0,29
08.01.21;17:40:00;se600216;6,13;7,04;1079,010;6;18,19;813,18;5,77;0,23
08.01.21;17:50:00;se600216;6,79;7,56;1458,202;16;18,49;873,32;5,80;0,08
08.01.21;18:00:00;se600216;6,34;6,97;1115,543;17;21,14;804,32;5,87;0,02
08.01.21;18:10:00;se600216;6,63;7,10;1211,090;25;10,53;819,41;5,74;0,00
08.01.21;18:20:00;se600216;6,71;7,23;1275,758;15;16,58;835,29;5,73;0,00
08.01.21;18:30:00;se600216;6,21;6,80;1018,050;24;27,41;785,94;5,83;0,00
08.01.21;18:40:00;se600216;6,20;6,85;1034,508;27;32,28;790,79;5,87;0,03
08.01.21;18:50:00;se600216;6,48;7,07;1170,337;25;27,00;815,96;5,88;0,00
08.01.21;19:00:00;se600216;5,56;6,53;595,644;14;1,98;754,26;5,96;0,68
08.01.21;19:10:00;se600216;5,81;6,50;736,859;6;354,44;750,92;5,84;0,23
08.01.21;19:20:00;se600216;5,40;6,53;629,978;5;4,76;754,09;5,73;0,65
08.01.21;19:30:00;se600216;5,32;6,48;566,319;354;349,82;748,02;5,77;0,68
08.01.21;19:40:00;se600216;4,64;6,48;265,171;360;32,74;747,54;5,88;1,36
08.01.21;19:50:00;se600216;4,94;6,48;389,321;23;22,33;748,02;5,82;1,24
08.01.21;20:00:00;se600216;5,74;6,53;715,412;23;31,74;754,36;5,83;0,38
08.01.21;20:10:00;se600216;5,51;6,48;612,747;27;36,92;747,99;5,74;0,50
08.01.21;20:20:00;se600216;5,87;6,60;866,620;31;26,90;761,86;5,75;0,08
08.01.21;20:30:00;se600216;5,39;6,49;588,232;31;24,74;749,18;5,78;0,59
08.01.21;20:40:00;se600216;5,06;6,48;494,424;31;27,11;748,01;5,79;0,87
08.01.21;20:50:00;se600216;4,97;6,48;424,369;27;15,93;747,88;5,82;1,07
08.01.21;21:00:00;se600216;5,88;6,56;815,301;25;20,09;757,43;5,74;0,17
08.01.21;21:10:00;se600216;5,73;6,52;743,432;25;26,31;752,17;5,72;0,21
08.01.21;21:20:00;se600216;4,76;6,48;427,795;25;12,24;747,77;5,83;1,11
08.01.21;21:30:00;se600216;4,97;6,48;490,909;25;18,49;748,70;5,89;0,95
08.01.21;21:40:00;se600216;5,43;6,48;560,593;29;40,02;747,79;5,65;0,74
08.01.21;21:50:00;se600216;4,19;6,48;211,257;32;17,06;747,66;5,64;1,50
08.01.21;22:00:00;se600216;4,14;6,48;211,448;20;13,27;748,21;5,70;1,36
08.01.21;22:10:00;se600216;4,51;6,47;355,894;16;13,83;747,55;5,77;1,14
08.01.21;22:20:00;se600216;4,71;6,48;401,227;16;13,15;748,09;5,84;1,03
08.01.21;22:30:00;se600216;4,92;6,52;471,679;16;7,77;752,67;5,85;0,97
08.01.21;22:40:00;se600216;5,38;6,49;610,351;23;39,55;748,89;5,84;0,56
08.01.21;22:50:00;se600216;5,12;6,48;502,429;36;32,04;747,68;5,69;0,86
08.01.21;23:00:00;se600216;4,27;6,47;224,591;35;9,40;747,55;5,65;1,44
08.01.21;23:10:00;se600216;4,04;6,48;122,227;20;28,99;747,80;5,71;1,51
08.01.21;23:20:00;se600216;4,11;6,48;89,451;20;32,71;747,87;5,65;1,51
08.01.21;23:30:00;se600216;4,77;6,48;414,211;27;24,92;748,71;5,45;1,00
08.01.21;23:40:00;se600216;4,01;6,48;130,585;34;29,61;747,59;5,30;1,50
08.01.21;23:50:00;se600216;5,53;6,87;836,929;31;23,83;793,42;5,08;0,55
09.01.21;00:00:00;se600216;4,14;4,45;248,836;21;347,46;512,09;4,52;17,44
09.01.21;00:10:00;se600216;3,45;2,99;-5,758;12;37,04;347,15;4,67;25,54
09.01.21;00:20:00;se600216;3,43;5,84;30,543;24;9,57;671,78;4,94;6,94
09.01.21;00:30:00;se600216;2,74;0,59;-21,033;1;346,81;68,26;5,00;45,02
09.01.21;00:40:00;se600216;2,37;0,60;-17,553;352;359,02;69,68;4,95;45,02
09.01.21;00:50:00;se600216;2,53;0,60;-17,916;352;12,58;68,94;4,97;45,02
09.01.21;01:00:00;se600216;2,18;0,55;-17,767;352;358,07;63,00;5,01;45,02
09.01.21;01:10:00;se600216;2,39;0,58;-17,108;352;2,24;66,86;5,03;45,02
09.01.21;01:20:00;se600216;1,82;0,28;-17,702;352;356,79;48,86;5,20;45,02
09.01.21;01:30:00;se600216;1,05;0,01;-17,669;352;12,45;15,83;5,26;45,02
09.01.21;01:40:00;se600216;1,58;0,00;-16,869;352;5,05;21,20;5,28;45,02
09.01.21;01:50:00;se600216;1,92;0,29;-17,667;352;353,90;49,54;5,24;45,02
09.01.21;02:00:00;se600216;1,78;0,07;-17,637;352;10,05;41,20;5,29;45,02
09.01.21;02:10:00;se600216;2,50;0,40;-16,958;352;14,62;62,21;5,22;45,02
09.01.21;02:20:00;se600216;2,13;0,20;-11,359;352;30,79;42,24;5,25;45,02
09.01.21;02:30:00;se600216;2,28;0,00;-9,798;352;44,98;20,88;5,32;45,02
09.01.21;02:40:00;se600216;1,37;0,00;-9,261;352;67,04;0,57;5,37;45,02
09.01.21;02:50:00;se600216;2,06;0,11;-9,869;352;34,97;31,99;5,35;45,02
09.01.21;03:00:00;se600216;2,00;0,01;-9,821;352;36,72;34,87;5,37;45,02
09.01.21;03:10:00;se600216;1,93;0,00;-9,346;352;33,20;29,41;5,34;45,02
09.01.21;03:20:00;se600216;1,92;0,00;-9,840;352;28,18;33,87;5,32;45,02
09.01.21;03:30:00;se600216;1,16;0,00;-9,861;352;344,36;17,11;5,38;45,02
09.01.21;03:40:00;se600216;1,51;0,02;-9,466;352;339,71;15,46;5,35;45,02
09.01.21;03:50:00;se600216;1,33;0,00;-9,777;352;330,05;18,57;5,40;45,02
09.01.21;04:00:00;se600216;0,75;0,00;-9,817;352;335,87;0,58;5,45;45,02
09.01.21;04:10:00;se600216;0,82;0,00;-9,550;352;330,38;0,55;5,50;45,02
09.01.21;04:20:00;se600216;1,42;0,00;-9,942;352;288,91;0,57;5,31;45,02
09.01.21;04:30:00;se600216;1,78;0,00;-9,922;352;303,79;9,50;5,33;45,02
09.01.21;04:40:00;se600216;2,49;0,01;-9,553;352;301,37;21,28;5,31;45,02
09.01.21;04:50:00;se600216;2,65;0,02;-9,940;352;303,02;30,95;5,30;45,02
09.01.21;05:00:00;se600216;1,41;0,00;-9,891;352;314,01;8,16;5,30;45,02
09.01.21;05:10:00;se600216;1,71;0,00;-9,462;352;308,04;2,85;5,30;45,02
09.01.21;05:20:00;se600216;1,55;0,00;-9,901;352;309,80;13,21;5,32;45,02
09.01.21;05:30:00;se600216;1,24;0,00;-9,881;352;295,21;0,56;5,33;45,02
09.01.21;05:40:00;se600216;1,70;0,00;-9,434;352;280,64;0,56;5,23;45,02
09.01.21;05:50:00;se600216;2,01;0,00;-9,862;352;290,20;0,71;5,26;45,02
09.01.21;06:00:00;se600216;2,07;0,00;-9,923;352;292,78;0,55;5,24;45,02
09.01.21;06:10:00;se600216;1,86;0,00;-9,469;352;286,12;0,56;5,30;45,02
09.01.21;06:20:00;se600216;1,53;0,00;-9,986;352;308,80;9,76;5,33;45,02
09.01.21;06:30:00;se600216;1,41;0,00;-10,021;352;303,53;0,88;5,37;45,02
09.01.21;06:40:00;se600216;1,54;0,00;-9,541;352;321,93;14,94;5,38;45,02
09.01.21;06:50:00;se600216;1,91;0,13;-10,053;352;316,41;29,58;5,33;45,02
09.01.21;07:00:00;se600216;2,85;0,52;-11,690;338;298,75;63,67;5,22;45,02
09.01.21;07:10:00;se600216;2,26;0,47;-9,447;322;312,86;60,64;5,18;45,02
09.01.21;07:20:00;se600216;1,93;0,21;-9,958;322;307,61;46,01;5,28;45,02
09.01.21;07:30:00;se600216;1,69;0,00;-10,034;322;304,03;36,68;5,30;45,02
09.01.21;07:40:00;se600216;1,61;0,04;-9,518;322;326,51;42,30;5,36;45,02
09.01.21;07:50:00;se600216;1,51;0,00;-9,979;322;345,77;34,47;5,41;45,02
09.01.21;08:00:00;se600216;1,20;0,00;-9,930;322;21,99;0,57;5,64;45,02
09.01.21;08:10:00;se600216;2,23;0,00;-9,468;322;52,80;0,56;5,33;45,02
09.01.21;08:20:00;se600216;1,99;0,00;-9,978;322;67,39;0,55;5,31;45,02
09.01.21;08:30:00;se600216;3,02;0,00;-11,984;327;116,03;0,57;5,05;45,02
09.01.21;08:40:00;se600216;2,67;0,20;-14,742;81;150,06;31,48;4,97;45,02
09.01.21;08:50:00;se600216;2,72;0,40;-9,964;117;80,02;53,01;5,00;45,02
09.01.21;09:00:00;se600216;2,41;0,35;-9,948;117;91,33;51,21;5,03;45,02
09.01.21;09:10:00;se600216;2,01;0,12;-9,450;117;93,56;44,76;5,15;45,02
09.01.21;09:20:00;se600216;2,30;0,03;-9,998;117;67,95;35,44;5,00;45,02
09.01.21;09:30:00;se600216;2,81;0,47;-11,095;98;82,84;62,74;5,06;45,02
09.01.21;09:40:00;se600216;2,99;0,69;-9,488;93;109,63;78,82;4,90;45,02
09.01.21;09:50:00;se600216;2,47;0,54;-10,040;93;117,61;61,94;4,91;45,02
09.01.21;10:00:00;se600216;3,00;0,60;-10,053;93;121,28;69,29;4,92;45,02
09.01.21;10:10:00;se600216;2,80;0,68;-10,222;106;117,93;78,69;4,96;45,02
09.01.21;10:20:00;se600216;2,76;0,66;-10,002;108;103,29;76,60;4,95;45,02
09.01.21;10:30:00;se600216;2,83;0,72;-10,037;108;110,65;82,66;4,90;45,02
09.01.21;10:40:00;se600216;2,71;0,66;-9,513;108;107,02;76,56;4,94;45,02
09.01.21;10:50:00;se600216;2,74;0,62;-10,026;108;127,92;71,55;4,90;45,02
09.01.21;11:00:00;se600216;2,37;0,49;-9,934;108;122,38;60,34;4,93;45,02
09.01.21;11:10:00;se600216;2,10;0,41;-9,461;108;128,13;52,77;5,00;45,02
09.01.21;11:20:00;se600216;1,68;0,02;-9,911;108;141,05;25,20;5,17;45,02
09.01.21;11:30:00;se600216;1,38;0,00;-9,988;108;139,46;9,20;5,34;45,02
09.01.21;11:40:00;se600216;1,16;0,00;-9,425;108;152,03;0,57;5,50;45,02
09.01.21;11:50:00;se600216;1,25;0,00;-9,957;108;164,19;0,54;5,61;45,02
09.01.21;12:00:00;se600216;2,11;0,00;-9,890;108;173,00;0,56;5,62;45,02
09.01.21;12:10:00;se600216;2,86;0,13;-11,310;119;202,29;20,80;5,49;45,02
09.01.21;12:20:00;se600216;2,70;0,62;-9,935;148;156,18;71,48;5,30;45,02
09.01.21;12:30:00;se600216;3,00;0,72;-9,855;148;139,66;82,77;5,27;45,02
09.01.21;12:40:00;se600216;3,39;0,75;-9,272;148;128,52;86,47;5,28;45,02
09.01.21;12:50:00;se600216;3,45;0,77;-11,811;142;130,33;89,22;5,17;44,54
09.01.21;13:00:00;se600216;4,22;5,92;162,862;139;152,85;685,13;5,00;3,83
09.01.21;13:10:00;se600216;4,31;6,48;229,346;145;145,35;748,28;5,00;1,51
09.01.21;13:20:00;se600216;4,64;6,48;262,297;145;147,98;747,96;4,92;1,51
09.01.21;13:30:00;se600216;4,26;6,48;109,463;147;169,95;748,19;4,95;1,51
09.01.21;13:40:00;se600216;3,77;6,47;79,937;162;161,75;747,89;4,90;1,51
09.01.21;13:50:00;se600216;3,64;6,48;44,905;162;157,55;748,19;4,87;1,51
09.01.21;14:00:00;se600216;3,40;6,48;0,283;157;139,31;748,03;4,88;1,51
09.01.21;14:10:00;se600216;3,64;6,48;55,320;147;147,98;748,18;4,92;1,51
09.01.21;14:20:00;se600216;3,31;3,59;-19,280;141;132,51;412,05;4,90;24,05
09.01.21;14:30:00;se600216;3,14;0,78;-21,003;138;134,61;89,85;4,91;45,01
09.01.21;14:40:00;se600216;3,12;0,72;-16,448;138;153,06;83,27;4,95;45,01
09.01.21;14:50:00;se600216;3,00;0,67;-17,370;138;159,54;77,00;4,83;45,01
09.01.21;15:00:00;se600216;3,02;0,73;-15,207;138;143,85;83,82;4,75;45,01
09.01.21;15:10:00;se600216;3,01;0,72;-9,185;138;144,70;83,72;4,62;45,01
09.01.21;15:20:00;se600216;3,18;0,75;-10,084;138;142,53;86,00;4,59;45,01
09.01.21;15:30:00;se600216;3,08;0,72;-9,197;138;155,56;82,97;4,59;45,01
09.01.21;15:40:00;se600216;3,29;0,77;-9,254;138;150,53;88,54;4,62;45,01
09.01.21;15:50:00;se600216;3,60;1,76;5,006;141;164,26;205,57;4,63;35,58
09.01.21;16:00:00;se600216;3,72;6,48;58,263;148;156,69;747,83;4,71;1,51
09.01.21;16:10:00;se600216;3,06;6,48;-46,154;150;158,16;748,15;4,82;1,51
09.01.21;16:20:00;se600216;2,69;2,46;-33,656;155;143,90;281,64;4,81;32,06
09.01.21;16:30:00;se600216;2,95;0,61;-16,418;155;133,13;70,37;4,81;45,00
09.01.21;16:40:00;se600216;2,65;0,64;-18,476;133;134,38;73,46;4,80;45,00
09.01.21;16:50:00;se600216;2,75;0,66;-17,340;130;139,45;75,41;4,80;45,00
09.01.21;17:00:00;se600216;2,97;0,70;-16,339;130;144,11;80,31;4,81;45,00
09.01.21;17:10:00;se600216;2,75;0,67;-16,351;130;135,35;77,37;4,83;45,00
09.01.21;17:20:00;se600216;2,61;0,62;-17,502;130;129,85;71,50;4,88;45,00
09.01.21;17:30:00;se600216;2,93;0,69;-16,374;130;132,41;79,45;4,85;45,00
09.01.21;17:40:00;se600216;3,10;0,75;-16,326;130;140,47;86,92;4,81;45,00
09.01.21;17:50:00;se600216;3,02;0,71;-17,614;130;141,28;81,46;4,87;45,00
09.01.21;18:00:00;se600216;3,26;0,77;-16,356;130;138,63;88,74;4,87;45,00
09.01.21;18:10:00;se600216;3,01;0,71;-12,794;130;141,27;81,49;4,88;45,00
09.01.21;18:20:00;se600216;3,18;0,73;-10,211;130;138,63;84,51;4,90;45,00
09.01.21;18:30:00;se600216;3,85;2,85;27,422;140;165,00;331,58;4,90;27,04
09.01.21;18:40:00;se600216;3,96;6,48;149,947;154;154,19;748,21;4,94;1,52
09.01.21;18:50:00;se600216;4,14;6,48;169,594;154;150,53;748,04;4,92;1,52
09.01.21;19:00:00;se600216;4,02;6,48;145,319;155;161,93;748,21;4,91;1,52
09.01.21;19:10:00;se600216;4,09;6,48;112,693;170;175,33;747,93;4,90;1,52
09.01.21;19:20:00;se600216;3,96;6,48;88,324;171;178,88;748,09;4,91;1,52
09.01.21;19:30:00;se600216;2,96;2,96;-19,915;179;184,76;339,13;4,98;28,26
09.01.21;19:40:00;se600216;2,52;0,61;-16,557;184;173,10;70,01;5,04;45,00
09.01.21;19:50:00;se600216;2,40;0,58;-16,487;184;178,27;67,67;5,13;45,00
09.01.21;20:00:00;se600216;2,30;0,52;-17,424;184;189,70;61,25;5,04;45,00
