Datum (Anlage);Zeit (Anlage);Wind Speed (avg);Rotor Speed [rpm] (avg);Active Power (avg);Nacelle Position (avg);Wind Direction (avg);Generator Speed [rpm] (avg);T Outside Nacelle Level (avg);Pitch Angle 1 (avg)
07.01.21;15:50:00;4,54;6,47;264,656;57;68,83;747,93;4,19;1,35
07.01.21;16:00:00;3,63;6,48;36,890;66;69,53;748,01;4,36;1,51
07.01.21;16:10:00;3,66;6,48;55,310;66;62,18;748,21;4,48;1,51
07.01.21;16:20:00;4,04;6,48;161,520;61;59,35;748,48;4,57;1,48
07.01.21;16:30:00;4,57;6,48;256,013;56;63,36;748,24;4,51;1,46
07.01.21;16:40:00;3,99;6,48;131,692;65;67,26;748,14;4,59;1,51
07.01.21;16:50:00;3,92;6,48;94,877;60;56,10;748,38;4,73;1,51
07.01.21;17:00:00;4,09;6,48;143,872;61;65,42;748,44;4,60;1,50
07.01.21;17:10:00;6,11;6,59;777,968;39;38,09;761,14;4,20;0,32
07.01.21;17:20:00;4,36;6,48;245,946;39;38,61;748,24;4,35;1,43
07.01.21;17:30:00;4,26;6,48;202,724;39;41,19;748,57;4,60;1,41
07.01.21;17:40:00;5,10;6,47;448,663;40;46,14;748,03;4,50;1,00
07.01.21;17:50:00;3,71;6,47;94,586;46;52,38;748,02;4,51;1,51
07.01.21;18:00:00;3,43;6,48;42,459;46;51,82;748,28;4,70;1,51
07.01.21;18:10:00;4,27;6,48;245,031;46;50,12;748,70;4,82;1,31
07.01.21;18:20:00;4,90;6,47;372,587;46;47,22;748,12;4,65;1,22
07.01.21;18:30:00;4,72;6,48;299,497;48;56,11;748,64;4,73;1,18
07.01.21;18:40:00;5,22;6,48;430,146;49;53,55;748,18;4,63;1,10
07.01.21;18:50:00;4,41;6,47;207,912;51;64,62;748,09;4,77;1,45
07.01.21;19:00:00;5,18;6,48;491,997;55;28,44;748,53;4,61;0,85
07.01.21;19:10:00;4,60;6,48;303,857;39;50,70;748,12;4,40;1,25
07.01.21;19:20:00;4,27;6,48;246,838;37;34,70;748,31;4,44;1,46
07.01.21;19:30:00;3,41;6,48;55,382;34;14,63;748,25;4,43;1,51
07.01.21;19:40:00;3,93;6,48;151,879;21;21,12;748,32;4,24;1,51
07.01.21;19:50:00;4,50;6,48;248,785;22;34,81;748,34;4,32;1,41
07.01.21;20:00:00;4,08;6,48;292,741;29;32,89;748,34;4,43;1,32
07.01.21;20:10:00;4,72;6,48;331,049;40;43,24;748,35;4,70;1,28
07.01.21;20:20:00;5,47;6,48;602,428;42;39,11;748,56;4,58;0,58
07.01.21;20:30:00;4,74;6,47;314,712;42;45,53;748,11;4,58;1,31
07.01.21;20:40:00;4,15;6,48;196,043;42;44,33;748,70;4,54;1,31
07.01.21;20:50:00;4,56;6,47;272,382;55;32,43;747,98;4,39;1,30
07.01.21;21:00:00;3,93;6,48;110,477;47;59,06;748,35;4,55;1,50
07.01.21;21:10:00;2,96;4,39;-7,975;48;38,99;505,19;4,73;17,61
07.01.21;21:20:00;4,41;2,95;97,279;45;44,26;343,63;4,44;27,29
07.01.21;21:30:00;4,78;6,48;340,391;49;35,42;748,44;4,45;1,32
07.01.21;21:40:00;3,74;6,48;71,576;49;52,30;748,24;4,75;1,49
07.01.21;21:50:00;5,83;6,54;746,173;49;52,33;755,57;4,81;0,29
07.01.21;22:00:00;5,91;6,61;880,799;54;52,45;764,33;4,71;0,08
07.01.21;22:10:00;5,20;6,48;531,192;55;51,13;748,81;4,51;0,80
07.01.21;22:20:00;5,77;6,54;772,954;55;53,00;755,97;4,46;0,19
07.01.21;22:30:00;4,84;6,47;383,076;55;53,23;747,60;4,38;1,10
07.01.21;22:40:00;5,44;6,62;669,148;48;48,75;765,40;4,56;0,53
07.01.21;22:50:00;4,35;6,47;230,864;51;62,34;748,10;4,57;1,44
07.01.21;23:00:00;5,67;6,56;695,618;46;39,36;757,84;4,53;0,49
07.01.21;23:10:00;5,52;6,50;665,034;42;41,13;750,92;4,60;0,42
07.01.21;23:20:00;5,83;6,54;766,518;42;44,63;756,05;4,61;0,24
07.01.21;23:30:00;5,45;6,48;552,463;47;60,06;748,88;4,65;0,75
07.01.21;23:40:00;6,08;6,84;924,582;51;37,64;790,09;4,59;0,31
07.01.21;23:50:00;5,31;6,48;507,752;51;79,37;748,38;4,60;0,84
