Datum (Anlage);Zeit (Anlage);Wind Speed (avg);Rotor Speed [rpm] (avg);Active Power (avg);Nacelle Position (avg);Wind Direction (avg);Generator Speed [rpm] (avg);T Outside Nacelle Level (avg);Pitch Angle 1 (avg)
27.01.21;02:50:00;9,72;10,10;4568,777;217;220,14;1166,83;5,56;0,04
27.01.21;03:00:00;9,95;10,11;4794,371;214;207,71;1167,76;5,51;0,04
27.01.21;03:10:00;10,48;10,11;5317,465;210;218,68;1167,39;5,29;0,02
27.01.21;03:20:00;9,63;10,11;4549,329;213;213,57;1167,49;5,23;-0,01
27.01.21;03:30:00;9,68;10,11;4720,059;213;213,49;1167,63;5,21;0,00
27.01.21;03:40:00;10,87;10,11;5943,915;213;217,71;1168,13;5,00;0,43
27.01.21;03:50:00;1,07;0,00;-0,655;213;205,00;0,50;0,44;8,23
27.01.21;04:00:00;10,99;0,00;-7,088;213;196,20;4,18;5,16;93,20
27.01.21;04:10:00;10,12;0,00;-7,083;213;196,85;3,51;5,06;93,20
27.01.21;04:20:00;10,26;0,00;-7,105;213;196,78;4,62;5,07;93,20
27.01.21;04:30:00;10,51;0,00;-7,102;213;193,74;3,39;5,05;93,20
27.01.21;04:40:00;10,88;0,00;-7,158;213;196,33;4,96;5,05;93,20
27.01.21;04:50:00;10,43;0,00;-7,162;213;201,07;5,55;4,89;93,20
27.01.21;05:00:00;10,02;0,00;-7,176;213;199,21;7,42;4,89;93,20
27.01.21;05:10:00;10,55;0,00;-7,134;213;203,36;9,44;4,86;93,20
27.01.21;05:20:00;10,44;0,00;-7,190;213;206,06;9,87;4,68;93,20
27.01.21;05:30:00;10,14;0,00;-7,171;213;206,68;6,45;4,71;93,20
27.01.21;05:40:00;10,05;0,00;-7,227;213;209,47;9,75;4,45;93,20
27.01.21;05:50:00;9,32;0,00;-7,234;213;213,93;12,56;4,34;93,20
27.01.21;06:00:00;9,70;0,00;-7,271;213;208,09;11,37;4,04;93,20
27.01.21;06:10:00;10,25;0,00;-7,279;213;201,71;8,10;4,01;93,20
27.01.21;06:20:00;10,16;0,00;-7,179;213;206,35;12,48;3,72;93,20
27.01.21;06:30:00;9,67;0,00;-7,182;213;201,49;8,98;3,89;93,20
27.01.21;06:40:00;10,00;0,00;-7,367;213;202,76;10,77;3,78;93,20
27.01.21;06:50:00;10,53;0,00;-7,296;213;200,99;9,70;3,63;93,20
27.01.21;07:00:00;10,87;0,00;-7,219;213;201,28;10,35;3,54;93,20
27.01.21;07:10:00;10,37;0,00;-7,210;213;190,66;6,38;3,42;93,20
27.01.21;07:20:00;9,52;0,00;-10,136;213;182,44;2,36;3,15;93,20
27.01.21;07:30:00;8,67;4,04;894,277;195;192,51;471,56;2,92;41,72
27.01.21;07:40:00;8,44;9,31;2958,542;197;189,11;1075,78;2,69;0,00
27.01.21;07:50:00;7,69;8,47;2181,481;186;191,05;978,78;2,71;0,00
27.01.21;08:00:00;8,58;9,26;2881,085;193;193,20;1070,26;2,82;0,00
27.01.21;08:10:00;9,28;9,87;3728,098;193;190,12;1140,01;2,81;0,00
27.01.21;08:20:00;8,69;9,49;3313,892;192;184,28;1096,38;2,79;0,00
27.01.21;08:30:00;9,48;9,82;3985,545;188;194,20;1134,84;2,78;0,01
27.01.21;08:40:00;10,63;10,10;5190,468;189;194,13;1167,19;2,73;0,04
27.01.21;08:50:00;9,86;9,87;4238,020;189;199,42;1140,92;2,79;0,05
27.01.21;09:00:00;10,30;10,00;5162,451;195;193,72;1155,80;2,78;0,56
27.01.21;09:10:00;10,70;10,11;5885,384;195;194,07;1168,56;2,77;0,71
27.01.21;09:20:00;11,05;10,11;6138,590;195;197,52;1168,21;2,76;1,30
27.01.21;09:30:00;11,06;10,11;5949,229;195;198,50;1168,14;2,82;0,75
27.01.21;09:40:00;10,89;10,11;5763,549;195;199,53;1167,96;3,01;0,32
27.01.21;09:50:00;10,16;10,11;5185,169;197;198,63;1167,54;3,11;0,06
27.01.21;10:00:00;10,30;10,11;5231,542;199;191,54;1168,20;3,13;0,03
27.01.21;10:10:00;10,88;10,11;5691,672;195;198,18;1167,91;3,12;0,22
27.01.21;10:20:00;10,89;10,11;5969,178;198;191,96;1167,94;3,25;0,17
27.01.21;10:30:00;10,60;10,11;5598,625;194;203,49;1168,14;3,35;0,10
27.01.21;10:40:00;10,75;10,11;5643,835;195;198,80;1167,62;3,29;0,21
27.01.21;10:50:00;10,53;10,11;5537,530;197;198,03;1167,75;3,32;0,09
27.01.21;11:00:00;9,68;10,09;4388,260;197;197,07;1165,62;3,36;-0,02
27.01.21;11:10:00;9,95;10,11;5049,451;197;199,09;1167,77;3,27;0,01
27.01.21;11:20:00;10,48;10,11;5324,244;198;200,02;1167,82;3,27;0,05
27.01.21;11:30:00;10,60;10,11;5381,121;195;203,19;1167,67;3,28;0,07
27.01.21;11:40:00;10,22;10,11;5024,397;195;198,28;1167,49;3,28;0,04
27.01.21;11:50:00;9,71;10,08;4457,864;198;205,63;1164,84;3,26;0,01
27.01.21;12:00:00;9,29;10,05;4042,743;200;202,53;1161,11;3,38;0,01
27.01.21;12:10:00;9,50;10,01;4025,425;199;200,78;1156,23;3,44;0,01
27.01.21;12:20:00;8,82;9,64;3222,820;201;206,53;1113,20;3,51;0,01
27.01.21;12:30:00;8,87;9,83;3468,119;201;198,93;1134,85;3,70;0,01
27.01.21;12:40:00;9,21;10,05;3877,480;201;194,30;1160,78;3,73;0,01
27.01.21;12:50:00;9,27;10,06;3902,068;196;200,93;1162,28;3,79;0,01
27.01.21;13:00:00;8,86;9,90;3504,687;202;206,11;1143,91;3,83;0,01
27.01.21;13:10:00;8,18;9,22;2766,614;204;203,15;1065,12;3,98;0,01
27.01.21;13:20:00;7,35;8,40;2067,356;204;201,10;970,81;4,15;0,01
27.01.21;13:30:00;7,37;8,14;1877,516;202;198,23;940,39;4,24;0,01
27.01.21;13:40:00;7,28;8,05;1798,372;200;198,58;929,66;4,41;0,02
27.01.21;13:50:00;7,07;7,63;1521,372;194;189,53;881,29;4,61;0,02
27.01.21;14:00:00;6,95;7,55;1464,995;197;198,70;871,75;4,85;0,02
27.01.21;14:10:00;6,83;7,46;1410,695;198;202,00;861,83;5,03;0,02
27.01.21;14:20:00;6,96;7,55;1464,426;203;210,14;872,19;5,20;0,02
27.01.21;14:30:00;6,57;7,19;1253,052;217;218,76;830,56;5,49;0,01
27.01.21;14:40:00;6,03;6,66;960,509;222;216,97;770,15;5,72;0,01
27.01.21;14:50:00;6,26;6,55;854,604;231;260,59;756,91;6,11;0,02
27.01.21;15:00:00;6,72;6,95;1145,246;249;283,81;803,45;6,49;0,05
27.01.21;15:10:00;8,30;9,03;2568,978;281;290,84;1043,45;6,67;0,00
27.01.21;15:20:00;9,15;9,81;3763,121;289;297,99;1133,62;6,38;0,00
27.01.21;15:30:00;8,60;9,68;3289,151;290;285,59;1118,29;6,51;0,00
27.01.21;15:40:00;8,74;9,94;3491,303;287;290,61;1147,47;6,60;0,00
27.01.21;15:50:00;9,67;10,08;4352,527;289;294,78;1164,35;6,46;0,00
27.01.21;16:00:00;10,57;10,11;5617,998;292;303,05;1167,87;6,32;0,03
27.01.21;16:10:00;9,75;9,96;4555,035;297;295,41;1149,95;6,20;0,07
27.01.21;16:20:00;10,20;10,11;5262,735;297;299,88;1167,73;6,13;0,00
27.01.21;16:30:00;9,31;9,60;3477,745;297;302,41;1108,99;6,29;-0,01
27.01.21;16:40:00;8,72;9,42;3081,373;297;297,03;1088,52;6,42;-0,01
27.01.21;16:50:00;10,48;10,09;5469,680;299;302,16;1165,23;6,55;0,34
27.01.21;17:00:00;10,94;10,11;6241,608;297;297,84;1167,62;6,45;1,14
27.01.21;17:10:00;10,18;10,11;4871,410;296;300,74;1167,24;6,61;0,01
27.01.21;17:20:00;10,77;10,11;5834,262;303;305,91;1168,32;6,60;0,49
27.01.21;17:30:00;11,02;10,11;6358,619;305;304,88;1167,69;6,44;2,22
27.01.21;17:40:00;10,56;10,10;5443,668;306;314,79;1167,22;6,47;0,33
27.01.21;17:50:00;9,38;10,08;4138,071;308;298,94;1164,24;6,62;0,01
27.01.21;18:00:00;9,80;10,11;4995,404;302;298,67;1167,71;6,56;0,01
27.01.21;18:10:00;10,54;10,11;5815,221;302;303,71;1167,56;6,69;0,36
27.01.21;18:20:00;9,69;10,11;4769,104;302;300,17;1167,50;6,79;0,00
27.01.21;18:30:00;9,36;10,10;4292,552;302;306,03;1167,13;6,81;0,00
27.01.21;18:40:00;9,44;10,11;4314,812;305;311,95;1167,42;6,80;0,00
27.01.21;18:50:00;9,26;9,92;3631,622;314;324,18;1145,35;6,78;0,00
27.01.21;19:00:00;7,75;8,62;2218,985;317;311,06;995,38;6,62;0,00
27.01.21;19:10:00;7,39;8,65;2230,119;311;309,15;998,68;6,95;0,02
27.01.21;19:20:00;8,07;8,68;2276,367;302;306,23;1002,24;6,92;0,04
27.01.21;19:30:00;8,41;9,32;2843,658;306;315,56;1076,35;6,91;0,04
27.01.21;19:40:00;8,04;9,43;2931,445;310;307,05;1089,62;6,99;0,04
27.01.21;19:50:00;8,76;9,83;3351,777;308;305,75;1135,80;7,00;0,04
27.01.21;20:00:00;8,45;7,69;2513,228;313;323,64;883,87;7,02;18,45
27.01.21;20:10:00;6,09;0,00;-17,706;318;316,02;2,23;7,09;89,97
27.01.21;20:20:00;7,78;4,61;1200,478;313;304,76;535,94;7,10;41,05
27.01.21;20:30:00;9,31;9,82;3596,330;316;328,30;1134,27;6,93;0,02
27.01.21;20:40:00;8,76;9,69;3189,062;329;339,50;1118,85;6,85;0,02
27.01.21;20:50:00;7,84;8,98;2517,880;335;337,49;1037,10;6,81;0,02
27.01.21;21:00:00;7,60;8,46;2088,699;330;325,56;977,13;6,76;0,02
27.01.21;21:10:00;8,13;8,75;2327,692;328;342,67;1010,91;6,83;0,02
27.01.21;21:20:00;8,77;9,94;3503,641;344;350,06;1148,54;6,99;0,01
27.01.21;21:30:00;8,94;9,93;3607,138;347;350,61;1147,31;6,89;0,01
27.01.21;21:40:00;8,59;9,73;3245,372;347;348,17;1124,20;6,94;0,01
27.01.21;21:50:00;8,03;9,07;2591,303;347;348,35;1047,48;6,91;0,01
27.01.21;22:00:00;7,56;8,75;2326,049;346;334,23;1010,82;6,94;0,01
27.01.21;22:10:00;7,73;8,92;2475,087;339;338,19;1030,51;6,95;0,01
27.01.21;22:20:00;7,81;8,71;2282,763;339;340,89;1006,25;7,00;0,01
27.01.21;22:30:00;7,01;7,95;1719,876;339;338,35;918,28;6,98;0,00
27.01.21;22:40:00;6,71;7,77;1610,971;339;332,23;897,83;7,03;0,00
27.01.21;22:50:00;7,30;8,10;1840,373;339;341,83;936,15;6,99;0,00
27.01.21;23:00:00;7,39;8,00;1750,404;339;345,67;924,24;7,01;0,00
27.01.21;23:10:00;7,31;7,96;1723,809;341;350,20;919,47;6,99;0,00
27.01.21;23:20:00;7,20;8,14;1854,169;345;346,79;940,07;6,93;0,00
27.01.21;23:30:00;7,05;8,04;1776,811;344;337,72;928,76;6,95;0,01
27.01.21;23:40:00;7,56;8,37;2030,207;340;342,32;967,43;6,93;0,01
27.01.21;23:50:00;7,13;7,89;1687,559;340;342,86;911,96;6,96;0,01
28.01.21;00:00:00;7,27;8,06;1800,198;340;343,73;931,06;6,96;0,01
28.01.21;00:10:00;7,32;7,99;1744,402;340;341,39;922,69;7,00;0,01
28.01.21;00:20:00;7,36;7,84;1647,997;342;359,70;906,18;6,93;0,01
28.01.21;00:30:00;6,19;6,90;1084,945;354;345,89;796,79;7,00;0,00
28.01.21;00:40:00;5,86;6,68;960,582;354;340,35;772,34;6,97;0,00
28.01.21;00:50:00;6,19;6,80;1034,509;350;330,08;785,48;6,99;0,00
28.01.21;01:00:00;6,40;6,89;1085,535;348;338,88;796,71;6,91;0,00
28.01.21;01:10:00;6,69;7,06;1171,417;340;347,69;815,38;6,84;0,00
28.01.21;01:20:00;6,09;6,59;830,864;340;345,50;761,29;6,87;0,22
28.01.21;01:30:00;4,22;6,48;276,304;331;329,88;748,17;6,94;1,50
28.01.21;01:40:00;4,97;6,48;466,263;340;350,35;748,58;6,78;0,90
28.01.21;01:50:00;5,14;6,47;516,420;349;4,73;747,92;6,80;0,78
28.01.21;02:00:00;4,34;6,48;219,477;13;23,22;748,39;6,76;1,51
28.01.21;02:10:00;4,22;6,48;225,990;19;12,60;748,11;6,73;1,42
28.01.21;02:20:00;3,95;6,48;112,096;16;1,15;748,10;6,79;1,51
28.01.21;02:30:00;4,07;6,48;208,526;13;10,61;748,51;6,79;1,33
28.01.21;02:40:00;4,63;6,48;288,723;13;8,85;748,14;6,73;1,41
28.01.21;02:50:00;3,99;6,48;144,388;6;15,83;748,25;6,76;1,51
28.01.21;03:00:00;4,69;6,48;342,940;15;11,12;748,35;6,66;1,32
28.01.21;03:10:00;4,34;6,48;251,782;15;16,71;748,12;6,65;1,51
28.01.21;03:20:00;4,02;6,48;167,086;15;22,35;748,09;6,61;1,51
28.01.21;03:30:00;3,73;6,48;163,378;15;18,87;748,32;6,60;1,51
28.01.21;03:40:00;3,97;6,48;164,834;15;12,84;748,12;6,58;1,51
28.01.21;03:50:00;4,14;6,48;139,427;19;22,47;748,25;6,54;1,51
28.01.21;04:00:00;4,22;6,48;195,142;23;28,94;748,13;6,46;1,51
28.01.21;04:10:00;3,88;6,48;112,703;29;31,73;748,35;6,47;1,51
28.01.21;04:20:00;3,86;6,48;115,150;31;41,51;748,09;6,38;1,51
28.01.21;04:30:00;3,77;6,48;105,948;33;23,04;748,24;6,34;1,51
28.01.21;04:40:00;3,89;6,48;107,161;31;39,79;748,36;6,24;1,51
28.01.21;04:50:00;4,14;6,48;176,494;36;41,37;748,25;6,10;1,51
28.01.21;05:00:00;4,40;6,48;271,463;36;36,03;748,27;6,08;1,50
28.01.21;05:10:00;4,04;6,48;219,172;36;42,59;748,08;6,10;1,51
28.01.21;05:20:00;3,82;6,48;74,392;36;59,22;748,20;6,09;1,52
28.01.21;05:30:00;3,41;6,48;38,981;54;52,19;748,22;6,13;1,52
28.01.21;05:40:00;3,53;6,48;88,305;54;51,07;748,15;6,12;1,52
28.01.21;05:50:00;3,13;3,63;-9,240;54;44,05;417,17;6,24;40,63
28.01.21;06:00:00;3,05;0,00;-8,052;51;42,99;0,62;6,30;90,01
28.01.21;06:10:00;4,94;4,05;361,158;49;52,43;471,92;6,05;29,18
28.01.21;06:20:00;4,80;6,47;357,155;49;59,63;748,06;5,99;1,25
28.01.21;06:30:00;5,28;6,48;478,823;54;71,94;748,47;5,92;0,96
28.01.21;06:40:00;4,72;6,47;361,289;68;70,22;748,06;5,86;1,26
28.01.21;06:50:00;4,99;6,48;477,814;73;72,22;748,46;5,86;0,96
28.01.21;07:00:00;4,63;6,48;368,424;73;72,35;748,19;5,83;1,12
28.01.21;07:10:00;4,08;6,48;239,247;73;74,09;748,17;5,89;1,44
28.01.21;07:20:00;4,15;6,48;224,231;73;72,18;748,26;5,80;1,50
28.01.21;07:30:00;4,25;6,48;171,388;84;84,45;748,29;5,80;1,51
28.01.21;07:40:00;4,48;6,48;303,451;81;85,85;748,21;5,82;1,33
28.01.21;07:50:00;4,61;6,48;288,657;87;88,73;748,60;5,86;1,34
28.01.21;08:00:00;5,22;6,49;570,027;91;110,63;749,81;5,66;0,71
28.01.21;08:10:00;4,93;6,48;500,378;103;98,92;749,25;5,56;0,89
28.01.21;08:20:00;5,44;6,50;667,257;102;93,22;751,03;5,36;0,49
28.01.21;08:30:00;5,05;6,49;455,374;98;99,81;749,32;5,42;1,01
28.01.21;08:40:00;6,32;6,77;984,431;100;115,75;782,22;5,27;0,07
28.01.21;08:50:00;6,58;7,13;1232,384;109;107,77;824,24;5,25;0,00
28.01.21;09:00:00;6,70;7,60;1503,141;110;101,69;878,09;5,01;0,00
28.01.21;09:10:00;7,39;7,80;1630,214;104;108,87;901,28;4,87;0,00
28.01.21;09:20:00;6,98;7,59;1499,331;108;115,07;876,64;4,83;0,00
28.01.21;09:30:00;7,17;7,74;1606,257;113;117,28;894,36;4,82;0,00
28.01.21;09:40:00;7,39;8,21;1939,003;116;110,72;948,70;4,76;0,02
28.01.21;09:50:00;7,71;8,57;2215,854;114;109,71;990,04;4,65;0,03
28.01.21;10:00:00;7,23;8,11;1859,909;114;115,09;936,08;4,64;0,03
28.01.21;10:10:00;7,57;8,45;2167,875;113;108,12;976,34;4,61;0,03
28.01.21;10:20:00;8,04;8,88;2468,591;109;108,44;1025,12;4,51;0,03
28.01.21;10:30:00;7,95;8,71;2354,617;108;122,63;1006,65;4,42;0,03
28.01.21;10:40:00;7,50;8,26;1986,745;115;112,63;954,48;4,39;0,04
28.01.21;10:50:00;8,03;8,85;2449,830;111;112,16;1022,52;4,27;0,04
28.01.21;11:00:00;8,19;9,11;2683,440;113;118,05;1051,99;4,20;0,04
28.01.21;11:10:00;7,59;8,44;2099,647;115;118,20;974,70;4,22;0,04
28.01.21;11:20:00;7,80;8,44;2124,553;116;110,78;975,47;4,22;0,04
28.01.21;11:30:00;8,12;8,94;2521,756;109;111,87;1032,35;4,15;0,04
28.01.21;11:40:00;7,67;8,56;2217,151;109;110,73;989,25;4,16;0,01
28.01.21;11:50:00;8,45;9,31;2854,460;105;109,75;1075,66;4,04;0,01
28.01.21;12:00:00;8,11;9,13;2679,681;109;112,00;1054,67;3,93;0,01
28.01.21;12:10:00;7,65;8,60;2249,759;109;108,94;993,68;3,95;0,01
28.01.21;12:20:00;8,03;9,03;2607,179;109;109,27;1042,92;3,83;0,01
28.01.21;12:30:00;7,65;8,58;2219,583;112;113,18;991,19;3,78;0,01
28.01.21;12:40:00;7,75;8,68;2309,501;113;102,91;1003,07;3,80;0,01
28.01.21;12:50:00;7,94;8,73;2362,387;107;93,70;1008,46;3,74;0,01
28.01.21;13:00:00;7,75;8,61;2304,617;106;107,32;994,38;3,79;0,01
28.01.21;13:10:00;8,19;9,13;2728,337;107;118,72;1055,03;3,71;0,01
28.01.21;13:20:00;7,73;8,48;2145,522;110;107,24;980,07;3,87;0,01
28.01.21;13:30:00;7,86;8,62;2261,378;110;108,99;995,93;3,64;0,01
28.01.21;13:40:00;7,81;8,54;2228,855;110;108,34;987,40;3,72;0,00
28.01.21;13:50:00;7,72;8,58;2248,284;109;113,03;991,04;3,62;0,00
28.01.21;14:00:00;7,47;8,23;1940,959;105;108,07;950,32;3,63;0,00
28.01.21;14:10:00;7,04;7,59;1526,113;113;104,46;877,44;3,72;0,00
28.01.21;14:20:00;7,53;7,93;1739,623;106;105,32;916,04;3,46;0,00
28.01.21;14:30:00;7,03;7,52;1469,251;106;118,85;868,98;3,40;0,00
28.01.21;14:40:00;6,86;7,43;1398,032;112;121,99;858,81;3,33;0,01
28.01.21;14:50:00;6,49;7,12;1236,756;108;103,73;822,76;3,36;0,01
28.01.21;15:00:00;6,35;6,80;1025,518;104;108,51;785,78;3,40;0,02
28.01.21;15:10:00;6,44;7,08;1203,940;104;103,22;818,62;3,24;0,00
28.01.21;15:20:00;6,42;6,81;1032,445;104;109,40;786,85;3,26;0,02
28.01.21;15:30:00;6,64;7,15;1247,196;105;119,17;826,08;3,20;0,00
28.01.21;15:40:00;6,57;7,22;1288,290;107;113,20;834,45;3,19;0,02
28.01.21;15:50:00;6,08;6,87;1034,607;113;110,90;793,93;3,16;0,09
28.01.21;16:00:00;6,03;6,67;928,867;113;110,61;770,87;3,14;0,07
28.01.21;16:10:00;5,95;6,51;828,326;112;105,78;752,24;3,23;0,05
28.01.21;16:20:00;6,00;6,72;982,602;111;104,36;776,10;3,13;0,00
28.01.21;16:30:00;5,92;6,61;860,681;105;101,85;763,72;3,15;0,09
28.01.21;16:40:00;5,01;6,48;469,252;103;86,03;748,29;3,30;0,84
28.01.21;16:50:00;6,05;6,61;869,442;99;108,00;764,26;3,19;0,12
28.01.21;17:00:00;5,61;6,57;787,604;102;101,53;759,72;3,19;0,24
28.01.21;17:10:00;4,82;6,47;395,604;102;97,98;747,96;3,36;1,12
28.01.21;17:20:00;5,62;6,55;703,699;102;106,69;757,12;3,21;0,46
28.01.21;17:30:00;6,69;7,38;1372,017;102;99,28;852,83;3,14;0,01
28.01.21;17:40:00;6,64;7,16;1248,602;100;95,66;826,83;3,19;0,01
28.01.21;17:50:00;6,43;6,88;1081,139;96;99,17;794,74;3,18;0,02
28.01.21;18:00:00;7,63;8,17;1909,674;101;103,03;943,88;3,09;0,01
28.01.21;18:10:00;7,47;8,07;1837,281;104;104,05;932,58;3,13;0,01
28.01.21;18:20:00;7,86;8,60;2244,862;106;104,28;993,61;3,15;0,01
28.01.21;18:30:00;7,85;8,73;2350,052;107;103,78;1008,14;3,19;0,04
28.01.21;18:40:00;8,61;9,41;2969,826;100;102,30;1086,81;3,14;0,04
28.01.21;18:50:00;9,22;9,86;3752,386;99;102,75;1138,86;3,11;0,04
28.01.21;19:00:00;8,74;9,44;3130,176;102;105,47;1090,39;3,21;0,04
28.01.21;19:10:00;7,70;8,40;2078,370;102;106,94;969,80;3,38;0,04
28.01.21;19:20:00;7,33;7,84;1690,196;112;126,21;905,89;3,43;0,03
28.01.21;19:30:00;6,96;7,47;1429,215;121;118,02;862,73;3,48;0,00
28.01.21;19:40:00;7,17;7,91;1748,130;119;120,40;914,23;3,43;0,00
28.01.21;19:50:00;6,83;7,61;1526,327;124;124,52;879,49;3,42;0,00
28.01.21;20:00:00;6,49;7,07;1194,630;125;134,60;816,50;3,46;0,00
28.01.21;20:10:00;6,69;7,27;1338,594;128;124,22;840,43;3,47;0,02
28.01.21;20:20:00;8,25;8,86;2489,165;124;135,83;1023,68;3,26;0,02
28.01.21;20:30:00;7,85;8,69;2336,835;131;136,94;1003,24;3,34;0,06
28.01.21;20:40:00;7,05;7,72;1601,372;133;135,04;892,00;3,40;0,06
28.01.21;20:50:00;7,32;8,05;1833,480;135;129,63;930,17;3,41;0,06
28.01.21;21:00:00;8,09;8,67;2330,220;132;133,80;1001,15;3,30;0,06
28.01.21;21:10:00;7,80;8,59;2231,130;136;125,10;992,42;3,34;0,06
28.01.21;21:20:00;7,88;8,86;2495,199;131;127,27;1023,83;3,24;0,05
28.01.21;21:30:00;6,94;7,54;1503,035;134;133,14;871,52;3,48;0,01
28.01.21;21:40:00;7,45;8,15;1915,049;127;122,96;942,22;3,43;0,01
28.01.21;21:50:00;8,15;9,03;2638,438;123;119,00;1043,29;3,30;0,01
28.01.21;22:00:00;8,14;9,13;2690,595;124;129,77;1054,34;3,25;0,01
28.01.21;22:10:00;7,61;8,33;2063,042;130;140,80;962,10;3,34;0,01
28.01.21;22:20:00;6,96;7,49;1465,279;140;137,20;865,09;3,38;0,01
28.01.21;22:30:00;6,66;7,28;1334,816;143;145,23;840,91;3,43;0,01
28.01.21;22:40:00;6,59;7,26;1293,543;140;133,24;838,67;3,39;0,04
28.01.21;22:50:00;6,61;7,16;1252,184;138;137,28;827,41;3,31;0,01
28.01.21;23:00:00;6,83;7,52;1488,819;134;125,10;869,51;3,31;0,01
28.01.21;23:10:00;7,41;8,18;1964,418;129;120,11;944,65;3,18;0,01
28.01.21;23:20:00;7,87;8,88;2482,590;124;140,58;1025,23;3,03;0,01
28.01.21;23:30:00;7,76;8,60;2263,990;134;134,07;993,44;3,08;0,01
28.01.21;23:40:00;8,20;9,00;2613,920;134;132,64;1040,05;2,99;0,03
28.01.21;23:50:00;8,42;9,09;2671,548;133;127,42;1049,74;2,95;0,05
29.01.21;00:00:00;8,18;8,86;2487,524;134;133,20;1023,94;2,85;0,05
29.01.21;00:10:00;7,95;8,77;2431,200;134;136,13;1012,55;2,86;0,05
29.01.21;00:20:00;8,51;9,27;2988,094;137;145,11;1070,72;2,77;0,05
29.01.21;00:30:00;8,93;9,62;3415,935;143;142,91;1111,40;2,79;0,05
29.01.21;00:40:00;9,34;9,81;3775,309;142;139,15;1133,61;2,74;0,04
29.01.21;00:50:00;8,68;9,30;3043,737;139;143,22;1073,94;2,87;0,06
29.01.21;01:00:00;7,96;8,80;2416,573;139;137,92;1016,14;2,97;0,06
29.01.21;01:10:00;8,80;9,52;3137,922;142;144,27;1099,85;2,92;0,06
29.01.21;01:20:00;9,09;9,65;3438,875;143;151,53;1114,89;2,87;0,06
29.01.21;01:30:00;9,16;9,92;3751,734;144;146,78;1145,23;2,90;0,02
29.01.21;01:40:00;8,68;9,30;3069,887;143;136,17;1073,93;2,94;0,00
29.01.21;01:50:00;7,90;8,65;2294,718;139;140,00;999,30;3,03;0,00
29.01.21;02:00:00;8,30;8,91;2495,786;139;137,75;1028,76;3,07;0,00
29.01.21;02:10:00;8,56;9,22;2880,726;140;143,28;1065,49;3,09;0,00
29.01.21;02:20:00;8,36;8,93;2637,862;141;137,97;1031,20;3,07;0,00
29.01.21;02:30:00;8,14;8,76;2386,944;135;132,17;1012,16;3,16;0,00
29.01.21;02:40:00;8,23;8,90;2537,190;138;142,11;1027,89;3,13;0,00
29.01.21;02:50:00;8,06;8,81;2432,339;139;138,77;1018,37;3,11;0,01
29.01.21;03:00:00;8,50;9,29;2914,939;138;136,77;1072,69;3,05;0,01
29.01.21;03:10:00;9,11;9,69;3671,894;138;135,06;1119,25;3,04;0,04
29.01.21;03:20:00;9,22;9,62;3449,269;139;139,89;1111,12;3,07;0,02
29.01.21;03:30:00;9,34;9,72;3811,969;141;139,14;1122,58;3,03;0,01
29.01.21;03:40:00;9,49;9,86;4013,346;139;132,10;1138,41;3,02;0,07
29.01.21;03:50:00;9,36;9,78;3594,705;136;136,15;1129,18;3,02;0,05
29.01.21;04:00:00;10,43;10,08;5043,522;133;123,99;1164,43;3,06;0,28
29.01.21;04:10:00;11,33;10,11;6142,033;129;131,25;1168,00;2,87;1,49
29.01.21;04:20:00;11,64;10,11;6272,113;129;128,83;1168,16;2,82;3,27
29.01.21;04:30:00;12,79;10,11;6373,095;123;125,07;1168,23;2,72;6,76
29.01.21;04:40:00;12,07;10,11;6370,100;124;126,76;1167,63;2,72;4,24
29.01.21;04:50:00;12,20;10,11;6379,254;124;125,22;1168,29;2,76;5,56
29.01.21;05:00:00;12,57;10,11;6378,552;124;122,07;1167,48;2,86;6,82
29.01.21;05:10:00;12,77;10,11;6372,451;119;118,18;1167,99;3,04;6,72
29.01.21;05:20:00;12,25;10,11;6356,689;118;122,23;1168,33;3,10;6,11
29.01.21;05:30:00;12,40;10,11;6353,148;119;119,30;1167,62;3,15;5,84
29.01.21;05:40:00;12,32;10,12;6355,104;119;119,27;1168,73;3,13;6,24
29.01.21;05:50:00;13,40;10,11;6346,063;119;117,18;1167,73;3,04;8,63
29.01.21;06:00:00;13,62;10,11;6346,178;119;115,85;1167,77;2,85;9,18
29.01.21;06:10:00;14,19;10,11;6349,423;118;117,50;1168,12;2,76;10,31
29.01.21;06:20:00;13,40;10,11;6346,502;119;115,28;1167,64;2,74;9,10
29.01.21;06:30:00;13,50;10,11;6343,779;119;118,40;1167,52;2,68;8,88
29.01.21;06:40:00;13,10;10,11;6347,913;119;122,01;1168,13;2,78;7,94
29.01.21;06:50:00;14,26;10,11;6347,041;119;117,40;1167,96;2,72;10,42
29.01.21;07:00:00;13,79;10,11;6360,312;119;118,10;1168,43;2,79;9,24
29.01.21;07:10:00;14,40;10,11;6378,305;119;115,79;1167,80;2,76;10,03
29.01.21;07:20:00;14,98;10,11;6380,520;118;109,23;1167,82;2,68;11,41
29.01.21;07:30:00;14,05;10,11;6377,463;119;111,44;1167,83;2,74;9,44
29.01.21;07:40:00;14,57;10,11;6349,165;113;115,43;1167,66;2,65;10,58
29.01.21;07:50:00;14,41;10,11;6347,920;113;114,08;1168,25;2,66;10,65
29.01.21;08:00:00;15,55;10,11;6361,676;114;116,61;1168,15;2,51;11,99
